#{"t_start": 1634011350.8532403, "env_id": null}
r,l,t
-0.1,1,8025.549779
-0.1,4,8025.549803
-0.1,1,8025.549826
-0.1,4,8028.044261
-0.1,1,8028.044374
-0.1,3,8028.044406
-0.1,1,8028.044431
-0.1,1,8028.044454
-0.1,5,8028.044477
-0.1,1,8030.878009
-0.1,3,8030.878121
-0.1,1,8030.878155
-0.1,1,8030.87818
-0.1,3,8033.93076
-0.1,4,8033.930873
0.0,7,8033.930907
-0.1,2,8036.50585
-0.1,1,8036.50596
-0.1,1,8039.58514
-0.1,5,8039.585303
-0.1,1,8039.585356
-0.1,3,8039.585398
-0.1,1,8042.863748
-0.1,5,8042.863861
-0.1,1,8042.863894
0.0,3,8042.863919
-0.1,5,8042.863944
0.0,4,8042.863966
-0.1,1,8045.851678
-0.1,1,8045.851786
-0.1,5,8045.851819
-0.1,1,8045.851844
0.0,5,8048.796168
-0.1,1,8048.796273
-0.1,8,8048.796308
-0.1,7,8048.796333
-0.1,1,8051.857224
-0.1,1,8051.857343
-0.1,2,8051.857377
-0.1,2,8051.857404
-0.1,1,8051.857429
-0.1,1,8051.857454
-0.1,5,8054.916937
-0.1,5,8057.728231
-0.1,5,8057.728342
-0.1,2,8057.728377
-0.1,5,8057.728403
-0.1,1,8061.07463
-0.1,3,8061.074712
-0.1,3,8061.074737
-0.1,1,8061.074755
-0.1,5,8061.074772
-0.1,7,8061.074788
-0.1,1,8063.922206
-0.1,4,8063.922319
-0.1,4,8063.922354
-0.1,1,8063.922381
-0.1,1,8066.822428
-0.1,2,8066.822535
-0.1,3,8066.822566
-0.1,1,8069.370281
-0.1,3,8069.370399
-0.1,4,8069.370509
0.0,6,8072.107022
-0.1,2,8072.107126
0.0,7,8072.107162
-0.1,1,8075.230924
-0.1,2,8075.231019
-0.1,3,8075.231053
-0.1,6,8077.838059
-0.1,6,8077.838196
-0.1,3,8080.626005
-0.1,6,8080.626135
-0.1,3,8080.626282
-0.1,1,8080.626315
-0.1,1,8083.66
0.0,3,8083.660111
-0.1,5,8083.660146
-0.1,1,8083.660174
0.0,5,8083.6602
-0.1,7,8083.660225
-0.1,1,8086.667477
-0.1,1,8086.667588
-0.1,1,8086.667621
0.0,2,8086.667648
-0.1,4,8086.667672
-0.1,4,8086.667696
-0.1,4,8089.766063
-0.1,1,8089.766164
-0.1,9,8089.766196
-0.1,2,8089.766219
-0.1,1,8089.766243
-0.1,1,8092.273553
-0.1,2,8092.273707
0.0,3,8092.273746
-0.1,1,8092.273774
0.0,4,8092.273799
-0.1,1,8095.307409
1.0,3,8095.307525
-0.1,2,8095.30756
-0.1,2,8095.307588
-0.1,1,8095.307613
-0.1,1,8095.307638
-0.1,1,8097.857233
-0.1,1,8097.857355
-0.1,3,8097.85739
-0.1,1,8097.857419
-0.1,1,8097.857444
-0.1,1,8097.857469
-0.1,1,8100.784554
-0.1,1,8100.784779
-0.1,3,8100.784818
-0.1,1,8100.784845
-0.1,3,8100.784869
-0.1,1,8100.784892
-0.1,5,8100.784916
-0.1,1,8103.18095
-0.1,1,8103.181063
-0.1,1,8103.181098
0.0,2,8108.80339
1.0,4,8108.803613
-0.1,3,8108.803673
0.0,4,8108.803699
-0.1,3,8108.803723
1.0,4,8114.358988
-0.1,2,8114.359081
-0.1,7,8114.359117
-0.1,2,8114.359142
-0.1,2,8114.359166
-0.1,5,8116.891969
0.0,6,8116.892052
0.0,6,8116.892077
0.0,3,8116.892102
-0.1,12,8116.892124
-0.1,1,8116.892146
-0.1,1,8119.363278
0.0,4,8119.363389
-0.1,1,8119.36342
-0.1,1,8119.363445
-0.1,3,8122.360351
-0.1,3,8122.360462
-0.1,3,8122.360494
-0.1,1,8122.360519
-0.1,1,8122.360542
-0.1,3,8125.438411
-0.1,14,8125.438531
-0.1,5,8128.326247
0.0,2,8128.326358
-0.1,1,8128.32639
-0.1,3,8131.583475
-0.1,1,8131.583586
-0.1,5,8131.583618
-0.1,4,8131.583643
-0.1,4,8131.583668
-0.1,6,8134.689782
-0.1,4,8134.689888
0.0,4,8134.689922
-0.1,5,8137.045164
-0.1,2,8137.045485
-0.1,3,8140.265891
-0.1,5,8140.266001
-0.1,4,8140.266034
0.0,3,8140.266061
-0.1,4,8140.266088
-0.1,1,8143.369995
-0.1,3,8143.370104
0.0,4,8143.370139
-0.1,3,8143.370165
-0.1,1,8146.270512
-0.1,3,8146.270628
-0.1,3,8148.81302
-0.1,2,8151.392196
-0.1,1,8151.392315
-0.1,3,8151.392357
-0.1,6,8154.291826
0.0,5,8154.291918
-0.1,5,8154.291944
1.0,4,8154.29197
-0.1,1,8154.291993
-0.1,5,8156.843066
-0.1,6,8156.843155
-0.1,1,8156.843191
-0.1,5,8159.181993
0.0,10,8159.182096
-0.1,3,8162.40747
-0.1,2,8162.407589
-0.1,4,8162.407625
-0.1,3,8162.407653
-0.1,3,8162.407677
-0.1,3,8165.437031
-0.1,2,8165.437143
-0.1,3,8165.437188
0.0,12,8168.345183
-0.1,2,8168.345295
0.0,5,8168.345329
-0.1,3,8168.345354
-0.1,6,8168.345378
0.0,2,8171.433441
-0.1,1,8171.433558
-0.1,3,8171.433595
-0.1,1,8171.433622
-0.1,3,8174.415829
-0.1,1,8174.415943
-0.1,3,8174.415977
-0.1,1,8174.416003
-0.1,5,8177.590267
-0.1,3,8177.590378
0.0,5,8177.59041
-0.1,1,8177.590436
-0.1,3,8180.674481
-0.1,1,8180.674595
-0.1,1,8180.674628
-0.1,1,8180.674654
-0.1,4,8180.674678
-0.1,3,8183.682888
-0.1,1,8183.683077
-0.1,3,8183.683112
-0.1,1,8183.68314
-0.1,1,8183.683166
-0.1,1,8183.683191
0.0,7,8183.683215
-0.1,1,8183.683239
0.0,4,8183.683264
-0.1,1,8186.691544
-0.1,1,8186.691721
0.0,6,8186.691757
-0.1,4,8186.691787
-0.1,1,8186.691813
-0.1,1,8189.353332
-0.1,2,8189.353442
-0.1,1,8189.353476
-0.1,2,8189.353501
-0.1,5,8192.082948
0.0,3,8192.083071
-0.1,2,8192.083106
-0.1,4,8195.095521
-0.1,4,8197.589377
-0.1,4,8197.589466
-0.1,3,8197.589589
-0.1,3,8200.125347
-0.1,1,8200.125462
-0.1,1,8200.125495
-0.1,6,8200.125524
-0.1,1,8203.230096
-0.1,4,8203.230211
-0.1,7,8203.230243
-0.1,3,8203.230268
0.0,6,8205.765964
-0.1,1,8205.766074
-0.1,1,8205.766109
-0.1,3,8208.565436
0.0,3,8208.565539
-0.1,1,8208.565654
-0.1,6,8208.565684
-0.1,3,8211.096394
-0.1,2,8211.096574
-0.1,1,8211.096644
-0.1,1,8214.032337
-0.1,9,8214.03243
-0.1,2,8214.032465
0.0,6,8214.032486
0.0,4,8214.032504
0.0,2,8214.03252
-0.1,3,8214.032536
0.0,5,8214.032552
-0.1,1,8216.564089
-0.1,2,8216.564212
-0.1,3,8219.576801
-0.1,2,8219.577089
-0.1,1,8222.06186
-0.1,2,8222.062045
0.0,5,8222.062116
-0.1,1,8225.219501
-0.1,1,8225.219594
-0.1,4,8225.21963
-0.1,4,8225.219656
-0.1,14,8227.986445
-0.1,1,8227.98653
-0.1,1,8227.986564
-0.1,1,8227.98659
-0.1,5,8227.986614
-0.1,5,8231.236591
-0.1,1,8231.236702
0.0,2,8231.236735
-0.1,1,8231.236762
-0.1,6,8231.236786
-0.1,1,8233.789746
-0.1,1,8233.789871
-0.1,2,8233.789912
-0.1,1,8233.789939
-0.1,3,8236.614068
-0.1,1,8236.614173
-0.1,1,8236.614206
0.0,5,8236.61423
-0.1,8,8236.614254
-0.1,9,8239.602772
-0.1,4,8242.651534
-0.1,1,8242.651643
-0.1,3,8242.651677
-0.1,2,8242.651703
-0.1,5,8242.651727
0.0,5,8245.510702
-0.1,4,8245.510811
-0.1,1,8245.510846
-0.1,1,8245.510872
-0.1,2,8248.568056
-0.1,4,8248.568146
-0.1,1,8248.568171
-0.1,1,8248.568197
-0.1,5,8251.558283
-0.1,5,8251.558386
-0.1,1,8251.558419
0.0,5,8251.558445
-0.1,1,8251.55847
-0.1,2,8251.558493
0.0,3,8254.586097
-0.1,1,8254.586202
-0.1,12,8254.586237
-0.1,2,8254.586264
-0.1,2,8257.755693
-0.1,1,8257.755816
-0.1,1,8257.755851
0.0,3,8260.752657
-0.1,1,8260.752769
0.0,6,8260.752805
-0.1,2,8260.752832
-0.1,4,8263.77853
-0.1,5,8263.778647
-0.1,2,8263.778698
-0.1,3,8263.778725
-0.1,4,8263.778749
-0.1,1,8263.778773
-0.1,1,8263.778798
0.0,5,8266.931928
-0.1,1,8266.93203
-0.1,1,8266.932172
-0.1,8,8266.932199
-0.1,3,8266.93222
-0.1,2,8270.043664
-0.1,1,8270.043752
-0.1,1,8270.043776
-0.1,3,8270.043793
-0.1,3,8272.750256
-0.1,1,8272.750579
-0.1,2,8272.750625
-0.1,3,8275.6653
0.0,4,8275.665422
0.0,2,8278.21303
-0.1,5,8281.121542
-0.1,4,8281.12166
0.0,7,8281.121694
-0.1,1,8281.121722
-0.1,3,8281.121748
-0.1,2,8281.121773
-0.1,1,8284.165405
-0.1,7,8284.165533
-0.1,1,8284.165568
-0.1,5,8284.165595
0.0,5,8284.165619
-0.1,4,8284.165644
-0.1,1,8286.756554
-0.1,1,8286.75667
-0.1,8,8286.756705
-0.1,1,8286.756733
-0.1,2,8286.756759
-0.1,3,8289.043774
0.0,2,8289.0439
-0.1,5,8289.044089
-0.1,1,8289.044136
-0.1,1,8289.044162
-0.1,1,8289.044186
-0.1,1,8291.722122
-0.1,2,8291.722214
-0.1,1,8291.722248
-0.1,1,8291.722274
-0.1,2,8294.679479
-0.1,5,8294.67961
-0.1,1,8294.679646
-0.1,1,8294.679673
-0.1,1,8297.73541
-0.1,5,8297.735585
-0.1,2,8297.735623
-0.1,1,8300.760781
-0.1,1,8300.760874
-0.1,2,8300.760901
-0.1,2,8300.760926
-0.1,1,8303.100144
-0.1,7,8303.100231
-0.1,2,8306.310201
0.0,4,8306.310312
-0.1,1,8306.310348
-0.1,9,8306.310375
-0.1,1,8309.17364
0.0,7,8309.173751
-0.1,1,8309.173785
0.0,4,8309.173812
-0.1,1,8309.173836
0.0,6,8309.17386
-0.1,3,8309.173883
-0.1,2,8314.849988
-0.1,5,8314.850111
-0.1,9,8314.850159
-0.1,3,8317.946857
-0.1,3,8317.946977
-0.1,1,8320.84827
-0.1,4,8320.84838
0.0,4,8320.848414
-0.1,1,8320.84844
-0.1,2,8320.848464
-0.1,5,8320.848488
-0.1,5,8324.064798
-0.1,3,8324.064909
-0.1,1,8324.064943
-0.1,5,8324.06497
-0.1,1,8324.064995
-0.1,1,8324.065019
-0.1,2,8326.913045
-0.1,4,8326.913143
-0.1,2,8326.913188
-0.1,1,8326.913215
-0.1,1,8326.913237
-0.1,1,8329.698967
-0.1,15,8329.699082
-0.1,2,8329.699118
-0.1,1,8329.699146
-0.1,1,8329.699172
-0.1,2,8329.699197
0.0,3,8329.699221
-0.1,1,8332.300987
0.0,2,8332.301093
-0.1,1,8332.301127
-0.1,1,8332.301163
-0.1,1,8332.30119
1.0,10,8332.301214
-0.1,4,8335.263525
-0.1,3,8335.263636
-0.1,1,8335.26367
-0.1,1,8335.263696
-0.1,1,8335.263721
-0.1,5,8338.388426
-0.1,1,8338.388526
-0.1,1,8338.388558
-0.1,3,8338.388583
-0.1,1,8340.679487
0.0,4,8340.679595
-0.1,4,8343.757621
0.0,3,8343.75773
-0.1,3,8343.757765
-0.1,3,8343.757793
-0.1,1,8343.757818
-0.1,5,8346.873389
-0.1,3,8346.873479
-0.1,1,8346.873505
0.0,6,8346.873525
-0.1,3,8349.229529
-0.1,1,8349.229651
0.0,2,8349.229686
-0.1,1,8349.229716
0.0,6,8349.229742
-0.1,2,8352.410605
-0.1,2,8352.410719
-0.1,1,8352.410753
-0.1,1,8352.410778
-0.1,1,8352.410802
-0.1,1,8352.410826
-0.1,3,8352.41085
1.0,6,8354.788324
-0.1,6,8354.788505
-0.1,1,8357.902223
-0.1,2,8357.902317
-0.1,2,8357.902351
0.0,5,8357.902379
-0.1,4,8360.972028
-0.1,3,8360.972119
-0.1,1,8360.972147
-0.1,4,8364.138917
-0.1,2,8364.139027
-0.1,1,8364.139062
-0.1,1,8367.202975
-0.1,5,8367.203099
0.0,5,8367.203135
-0.1,5,8367.203163
-0.1,2,8367.203189
-0.1,3,8367.203215
-0.1,1,8367.203239
-0.1,1,8367.203263
-0.1,1,8370.174456
-0.1,9,8370.174576
0.0,2,8373.266412
-0.1,5,8373.266532
-0.1,1,8373.26657
-0.1,2,8373.266598
-0.1,2,8373.266622
-0.1,3,8376.075386
0.0,5,8376.075491
-0.1,3,8376.075524
-0.1,3,8376.075552
-0.1,3,8379.154516
-0.1,2,8379.154637
0.0,2,8379.154676
-0.1,1,8379.154707
-0.1,3,8381.630514
0.0,9,8381.630617
-0.1,3,8384.502546
-0.1,4,8387.078962
-0.1,3,8387.079078
-0.1,1,8387.079113
-0.1,5,8387.079141
0.0,2,8387.079168
-0.1,1,8389.436029
-0.1,1,8389.436121
-0.1,4,8389.436242
-0.1,2,8392.608979
-0.1,7,8392.609088
-0.1,3,8395.841036
-0.1,7,8395.841163
-0.1,1,8395.841202
-0.1,10,8395.841227
-0.1,3,8395.841252
-0.1,1,8398.186813
-0.1,1,8398.186913
0.0,6,8398.186947
-0.1,7,8398.186974
-0.1,8,8401.314173
-0.1,2,8401.314297
0.0,2,8401.314332
-0.1,4,8401.314359
-0.1,3,8401.314385
-0.1,2,8403.658585
-0.1,1,8403.658671
-0.1,2,8403.658696
0.0,6,8406.262218
-0.1,3,8406.262382
-0.1,2,8406.262439
-0.1,1,8406.262488
-0.1,2,8409.040777
-0.1,1,8409.040913
-0.1,3,8409.040948
-0.1,2,8409.040975
-0.1,1,8409.041
-0.1,2,8412.12581
-0.1,4,8412.125933
-0.1,1,8412.125969
-0.1,1,8412.125997
-0.1,2,8412.126023
-0.1,6,8415.29234
-0.1,1,8415.292467
-0.1,2,8415.292503
-0.1,1,8415.29253
-0.1,7,8415.292554
0.0,9,8415.292578
-0.1,1,8417.867589
-0.1,1,8417.867803
-0.1,1,8417.867848
-0.1,3,8420.856365
-0.1,4,8420.856475
-0.1,3,8420.85651
-0.1,2,8420.856536
0.0,7,8420.85656
-0.1,1,8420.856584
-0.1,1,8423.496631
-0.1,3,8423.496736
-0.1,1,8423.496769
-0.1,1,8423.496795
-0.1,1,8425.961311
-0.1,1,8425.96141
-0.1,1,8425.961442
-0.1,6,8425.961469
-0.1,2,8425.961493
-0.1,3,8429.059132
-0.1,1,8429.059252
-0.1,4,8429.059286
0.0,5,8429.059315
-0.1,1,8431.997518
-0.1,7,8431.997675
-0.1,1,8431.997713
-0.1,5,8431.99774
-0.1,3,8434.833525
-0.1,4,8434.833631
-0.1,1,8434.833665
-0.1,1,8434.833689
-0.1,5,8434.833714
-0.1,4,8438.212748
-0.1,1,8438.212859
-0.1,1,8438.212893
-0.1,1,8438.212919
-0.1,5,8441.104474
-0.1,1,8441.104594
-0.1,1,8441.10463
-0.1,4,8443.776936
-0.1,5,8443.777044
-0.1,5,8443.777076
-0.1,1,8443.777102
-0.1,2,8443.777126
-0.1,1,8443.777161
-0.1,1,8446.95566
-0.1,1,8446.955767
0.0,7,8446.955801
-0.1,3,8446.955827
-0.1,6,8449.821679
0.0,2,8449.821795
-0.1,3,8449.821828
-0.1,1,8449.821856
-0.1,5,8449.821882
-0.1,1,8449.821907
0.0,2,8449.821932
-0.1,1,8449.821956
-0.1,1,8449.82198
-0.1,1,8452.812657
-0.1,3,8452.812768
-0.1,6,8452.812801
-0.1,1,8452.812827
-0.1,1,8452.812851
-0.1,3,8452.812875
-0.1,1,8455.980819
-0.1,1,8455.980927
-0.1,2,8455.980959
-0.1,1,8458.871512
-0.1,3,8458.87163
1.0,3,8462.057765
-0.1,1,8462.057876
-0.1,4,8462.057911
-0.1,1,8462.057937
-0.1,4,8465.067371
-0.1,1,8465.067489
-0.1,3,8465.067523
-0.1,3,8465.067552
-0.1,1,8465.067577
-0.1,1,8468.104493
-0.1,5,8468.104612
0.0,6,8468.104646
-0.1,1,8468.104674
-0.1,2,8468.1047
-0.1,1,8468.104724
-0.1,6,8468.104748
-0.1,1,8470.429462
-0.1,1,8470.429581
0.0,7,8470.429616
-0.1,2,8473.495491
0.0,3,8473.495583
0.0,2,8473.495625
-0.1,2,8473.495654
-0.1,2,8475.884291
-0.1,1,8475.884405
-0.1,1,8475.884439
0.0,5,8478.95933
-0.1,2,8478.959445
-0.1,1,8478.959482
-0.1,9,8478.959511
-0.1,3,8478.959536
-0.1,7,8481.776191
-0.1,1,8481.776311
-0.1,5,8481.776347
-0.1,1,8481.776376
-0.1,1,8484.887141
-0.1,6,8484.887252
-0.1,1,8484.887287
-0.1,3,8487.998368
-0.1,1,8487.998541
-0.1,3,8490.8496
-0.1,7,8490.849718
-0.1,4,8490.849925
-0.1,6,8493.87516
-0.1,2,8493.875272
-0.1,5,8493.875307
-0.1,7,8493.875335
-0.1,1,8493.87536
0.0,4,8493.875386
-0.1,3,8496.981451
-0.1,4,8496.981562
-0.1,1,8496.981596
-0.1,1,8499.429139
-0.1,3,8502.466954
-0.1,4,8502.467042
-0.1,3,8502.467077
-0.1,1,8505.596047
-0.1,1,8505.596168
0.0,3,8505.596203
-0.1,10,8505.596233
-0.1,4,8505.596258
1.0,7,8505.596284
-0.1,4,8505.596309
-0.1,1,8508.751669
-0.1,1,8508.751786
-0.1,4,8508.751821
-0.1,1,8508.751846
-0.1,4,8511.663531
-0.1,7,8511.663616
-0.1,2,8511.663643
-0.1,2,8514.629839
-0.1,1,8514.629927
-0.1,1,8514.629951
-0.1,3,8514.62997
-0.1,3,8514.629987
-0.1,3,8517.744225
0.0,5,8517.74434
-0.1,8,8517.744375
-0.1,1,8517.744402
-0.1,1,8517.744428
-0.1,4,8520.312924
-0.1,1,8520.313031
-0.1,2,8523.386577
-0.1,4,8523.386696
-0.1,2,8523.386731
-0.1,5,8523.38676
-0.1,3,8523.386786
-0.1,1,8526.510115
-0.1,7,8526.51023
-0.1,3,8526.510264
0.0,4,8526.510291
-0.1,1,8526.510315
-0.1,4,8526.510338
-0.1,2,8526.510361
-0.1,1,8526.510384
0.0,3,8528.804231
-0.1,2,8532.030436
-0.1,2,8532.030541
-0.1,3,8532.030577
-0.1,4,8535.077881
-0.1,3,8535.077998
-0.1,3,8535.078033
-0.1,1,8535.078059
1.0,4,8538.027212
-0.1,4,8538.027316
-0.1,1,8538.027351
0.0,3,8541.223712
-0.1,3,8541.223823
-0.1,5,8541.223858
-0.1,4,8541.223882
-0.1,1,8541.223906
-0.1,1,8544.219634
1.0,3,8544.219748
-0.1,6,8544.219783
-0.1,1,8544.21981
-0.1,3,8544.219834
-0.1,1,8544.219858
-0.1,3,8547.25108
-0.1,1,8547.251195
-0.1,1,8547.25123
-0.1,10,8547.251259
-0.1,1,8547.251285
-0.1,1,8550.360008
-0.1,3,8550.360096
-0.1,1,8550.360136
-0.1,3,8553.561432
-0.1,1,8553.561524
-0.1,6,8553.561558
-0.1,1,8553.561583
-0.1,1,8556.865382
-0.1,3,8556.865547
-0.1,6,8556.86561
-0.1,1,8556.865661
-0.1,4,8556.865709
-0.1,3,8556.865752
-0.1,1,8556.865783
-0.1,4,8559.831258
-0.1,1,8559.831379
-0.1,1,8559.831414
-0.1,2,8562.655718
-0.1,1,8562.655835
-0.1,6,8562.65587
-0.1,1,8562.655898
0.0,3,8565.103225
-0.1,1,8565.103347
-0.1,6,8568.251614
-0.1,9,8568.251704
-0.1,4,8568.25174
-0.1,3,8568.251768
-0.1,1,8570.8476
-0.1,1,8570.847708
-0.1,1,8570.847741
-0.1,2,8573.849432
-0.1,3,8573.849524
0.0,6,8573.849558
-0.1,7,8573.849585
-0.1,6,8573.849609
-0.1,5,8576.856327
-0.1,1,8576.856456
-0.1,1,8576.856493
0.0,5,8576.856521
0.0,4,8581.984873
-0.1,4,8581.98499
-0.1,3,8581.985026
-0.1,2,8581.985054
0.0,2,8581.985081
-0.1,4,8581.985106
0.0,2,8581.98513
0.0,4,8584.561684
-0.1,7,8584.561956
-0.1,1,8584.562012
-0.1,1,8584.562037
-0.1,8,8584.562063
-0.1,1,8584.562088
-0.1,2,8587.262861
-0.1,1,8587.26296
-0.1,4,8587.262994
-0.1,1,8589.801834
-0.1,1,8589.801947
-0.1,1,8589.802082
-0.1,4,8592.687399
-0.1,4,8592.687518
-0.1,2,8595.259318
-0.1,2,8595.259431
-0.1,5,8598.014043
-0.1,1,8598.014158
-0.1,1,8598.014194
0.0,4,8601.291302
-0.1,10,8601.291429
-0.1,6,8601.291468
-0.1,6,8601.291497
-0.1,7,8601.291523
-0.1,1,8603.82608
-0.1,1,8603.826174
0.0,4,8603.826202
-0.1,1,8603.826221
-0.1,2,8603.82624
-0.1,2,8603.826256
-0.1,8,8607.07824
-0.1,1,8607.078358
-0.1,8,8607.078393
1.0,5,8607.078421
-0.1,2,8607.078446
-0.1,1,8607.078469
-0.1,1,8607.078492
-0.1,1,8610.06804
-0.1,1,8610.068156
-0.1,1,8610.068191
-0.1,3,8610.068219
0.0,4,8615.601476
-0.1,4,8615.601593
-0.1,3,8615.60163
-0.1,3,8615.60166
-0.1,7,8618.101942
-0.1,3,8618.102034
0.0,5,8618.10207
1.0,4,8618.102095
-0.1,3,8618.102113
-0.1,1,8620.836557
-0.1,4,8620.836677
-0.1,1,8620.836714
-0.1,1,8620.836741
-0.1,5,8623.873184
-0.1,1,8623.873304
-0.1,3,8623.873339
-0.1,1,8626.962307
-0.1,4,8626.96242
-0.1,1,8626.962455
-0.1,1,8626.962483
-0.1,4,8626.962507
-0.1,3,8626.962531
-0.1,1,8629.400306
-0.1,1,8629.400433
0.0,8,8629.400468
-0.1,1,8629.400496
-0.1,1,8632.474153
-0.1,4,8632.474247
-0.1,3,8635.375374
0.0,7,8635.375543
-0.1,2,8635.37558
0.0,6,8638.534075
1.0,4,8638.534207
-0.1,3,8638.534273
-0.1,3,8638.534314
-0.1,1,8641.101251
-0.1,2,8641.101374
-0.1,1,8641.10141
-0.1,3,8644.028192
-0.1,6,8644.028312
-0.1,1,8644.028347
-0.1,8,8644.028375
0.0,5,8646.780993
-0.1,2,8646.781098
0.0,10,8646.781133
-0.1,2,8646.781173
-0.1,1,8646.781198
-0.1,4,8646.781222
-0.1,2,8649.384717
0.0,6,8649.384824
-0.1,1,8649.384856
-0.1,2,8652.608388
-0.1,2,8652.608491
-0.1,2,8652.608526
-0.1,2,8652.60855
-0.1,3,8652.608573
0.0,6,8655.713958
-0.1,3,8655.714049
-0.1,1,8655.714085
-0.1,2,8655.714112
-0.1,4,8655.714136
-0.1,1,8658.764608
-0.1,2,8658.764699
-0.1,1,8658.764735
-0.1,7,8658.764762
-0.1,1,8658.764786
-0.1,1,8661.368289
-0.1,3,8661.368395
-0.1,1,8661.368428
-0.1,3,8661.368454
-0.1,2,8661.368479
-0.1,5,8663.811683
-0.1,1,8663.811795
-0.1,2,8666.843896
-0.1,2,8666.844008
-0.1,1,8666.844042
0.0,3,8666.844069
-0.1,2,8666.844094
-0.1,1,8669.866369
-0.1,1,8669.866478
0.0,5,8669.866511
-0.1,2,8669.866538
0.0,6,8669.866562
-0.1,2,8672.96238
-0.1,8,8672.962619
-0.1,1,8672.96266
-0.1,1,8672.962686
-0.1,2,8676.121326
-0.1,1,8676.121434
-0.1,1,8676.121469
-0.1,3,8676.121496
-0.1,1,8676.121521
-0.1,6,8679.192883
-0.1,3,8679.192993
-0.1,1,8679.193028
-0.1,1,8679.193056
-0.1,2,8679.19308
-0.1,1,8679.193104
-0.1,2,8681.539356
-0.1,1,8681.539458
-0.1,1,8681.539488
-0.1,1,8681.539513
-0.1,1,8684.661577
-0.1,9,8684.661705
-0.1,6,8684.66182
-0.1,2,8684.661859
0.0,9,8684.661888
-0.1,1,8687.228884
0.0,4,8687.229004
-0.1,1,8687.22904
-0.1,1,8690.33555
-0.1,1,8690.335662
-0.1,7,8690.335696
-0.1,2,8690.335722
-0.1,3,8690.335747
-0.1,4,8692.867747
-0.1,4,8696.066294
-0.1,6,8696.066408
-0.1,3,8696.066443
-0.1,1,8698.524767
0.0,5,8698.524865
-0.1,7,8701.635046
0.0,4,8701.635172
-0.1,4,8701.6352
-0.1,4,8701.635227
-0.1,1,8701.63525
-0.1,9,8704.688489
-0.1,4,8704.688594
-0.1,3,8704.688627
-0.1,6,8707.5064
-0.1,1,8707.506536
0.0,2,8710.03175
-0.1,3,8710.031875
0.0,7,8710.031923
-0.1,1,8710.031956
-0.1,5,8713.243493
-0.1,1,8713.243607
-0.1,5,8716.227413
-0.1,1,8716.2275
-0.1,5,8716.227536
-0.1,1,8716.227562
-0.1,3,8716.227586
-0.1,5,8716.227605
-0.1,5,8716.227622
-0.1,1,8719.459324
-0.1,5,8719.459436
-0.1,1,8719.459471
-0.1,3,8719.459499
-0.1,1,8719.459524
-0.1,1,8719.459549
-0.1,8,8719.459573
-0.1,1,8722.595504
-0.1,2,8722.595633
-0.1,5,8725.437109
-0.1,3,8728.536265
-0.1,2,8728.536353
-0.1,3,8728.536379
-0.1,4,8731.188397
-0.1,1,8731.188507
-0.1,2,8731.188541
-0.1,1,8734.009138
-0.1,2,8734.009285
-0.1,5,8734.009321
0.0,6,8734.009349
0.0,6,8734.009376
-0.1,1,8734.009401
-0.1,1,8737.028492
-0.1,1,8737.028603
0.0,6,8737.028637
0.0,2,8737.028664
-0.1,1,8737.028687
-0.1,1,8737.02871
-0.1,5,8737.028734
-0.1,2,8739.387992
-0.1,1,8739.388094
-0.1,3,8741.892392
-0.1,3,8744.960131
0.0,9,8744.960248
-0.1,3,8744.960282
0.0,6,8744.960309
-0.1,3,8744.960334
-0.1,3,8744.960358
-0.1,2,8747.521831
-0.1,1,8747.521989
-0.1,1,8747.522025
-0.1,3,8747.522054
-0.1,1,8747.52208
-0.1,14,8750.799631
0.0,5,8750.799721
-0.1,4,8750.799751
-0.1,1,8750.799777
-0.1,5,8750.799803
-0.1,1,8754.023758
-0.1,1,8754.023858
-0.1,2,8754.023892
-0.1,2,8754.023918
-0.1,2,8756.954529
-0.1,1,8756.954647
-0.1,3,8756.954681
-0.1,1,8756.954708
-0.1,1,8760.158027
0.0,5,8760.158139
-0.1,1,8760.158175
-0.1,1,8760.158205
-0.1,6,8763.246379
-0.1,2,8763.246467
0.0,4,8763.246503
-0.1,5,8765.685661
-0.1,7,8765.685755
-0.1,1,8765.685897
-0.1,2,8765.685922
0.0,2,8765.685939
0.0,6,8765.685957
-0.1,1,8768.242574
-0.1,1,8768.242662
-0.1,2,8768.242698
0.0,6,8770.696383
-0.1,1,8770.696612
-0.1,4,8770.696648
-0.1,2,8770.696673
-0.1,7,8773.183737
-0.1,1,8773.183841
-0.1,1,8773.183873
-0.1,3,8776.193324
-0.1,6,8776.193436
-0.1,4,8776.193472
-0.1,3,8776.193498
-0.1,2,8776.193523
-0.1,1,8776.193547
-0.1,3,8779.163889
-0.1,2,8779.163997
-0.1,1,8779.164031
-0.1,6,8779.164057
-0.1,1,8779.164082
-0.1,5,8779.164106
-0.1,1,8779.164129
-0.1,1,8781.732801
-0.1,1,8781.732938
1.0,3,8784.86394
-0.1,7,8784.864041
-0.1,4,8784.864074
-0.1,2,8787.917031
-0.1,3,8787.91716
-0.1,3,8787.917199
-0.1,3,8787.917227
-0.1,3,8787.917251
-0.1,1,8791.034538
-0.1,5,8791.034652
-0.1,1,8791.034688
0.0,5,8791.034717
-0.1,2,8793.648306
-0.1,4,8796.730361
1.0,3,8796.730474
-0.1,6,8796.730512
-0.1,4,8796.730542
0.0,4,8796.730569
-0.1,3,8796.730597
