#{"t_start": 1634011350.8532403, "env_id": null}
r,l,t
0.0,7,52134.743282
-0.1,1,52134.743391
0.0,5,52134.743426
0.0,5,52134.743453
0.0,5,52134.743477
-0.1,1,52137.722331
-0.1,1,52137.72244
-0.1,8,52137.722474
-0.1,3,52140.612699
-0.1,4,52143.683129
-0.1,4,52143.683249
0.0,7,52143.683283
-0.1,6,52143.683312
-0.1,4,52146.867765
-0.1,3,52149.887141
0.0,5,52149.887269
-0.1,4,52149.887305
0.0,5,52152.871868
-0.1,3,52152.871974
-0.1,3,52152.872008
0.0,3,52152.872034
1.0,5,52152.872058
0.0,8,52155.411689
0.0,5,52157.798137
-0.1,4,52157.798343
0.0,3,52157.798393
-0.1,5,52163.464255
-0.1,10,52163.46437
1.0,4,52163.464405
-0.1,4,52163.464433
0.0,6,52165.900265
0.0,5,52165.900378
0.0,5,52165.900412
1.0,6,52168.971158
-0.1,4,52168.971275
-0.1,4,52168.97131
-0.1,3,52171.55651
-0.1,3,52174.648345
-0.1,1,52174.648457
1.0,6,52174.648492
-0.1,3,52177.651373
-0.1,3,52177.651494
0.0,5,52177.651528
0.0,4,52177.651556
0.0,8,52177.65158
0.0,5,52177.651607
-0.1,5,52180.766695
-0.1,6,52180.766777
-0.1,2,52180.766803
-0.1,4,52180.766823
-0.1,3,52183.863138
-0.1,2,52183.863235
-0.1,3,52183.863271
-0.1,3,52186.852291
-0.1,1,52186.8524
-0.1,3,52186.852434
-0.1,3,52186.852461
1.0,3,52190.001875
0.0,4,52190.002041
-0.1,1,52190.002077
-0.1,3,52190.002107
0.0,5,52195.418067
1.0,4,52195.41819
-0.1,6,52195.418227
-0.1,4,52198.535082
-0.1,4,52198.535181
0.0,4,52201.053714
-0.1,4,52201.053813
1.0,3,52203.527567
-0.1,8,52203.527681
-0.1,3,52206.368441
1.0,3,52206.368638
0.0,7,52206.368688
-0.1,1,52209.541886
-0.1,5,52209.541979
-0.1,9,52209.542013
-0.1,5,52209.54204
-0.1,4,52212.858674
-0.1,1,52212.858796
0.0,4,52215.375058
0.0,9,52215.375165
-0.1,5,52218.045071
-0.1,4,52218.045213
0.0,4,52218.045384
1.0,11,52221.327954
-0.1,7,52221.328076
-0.1,3,52221.328112
-0.1,4,52221.328139
0.0,5,52223.841377
-0.1,4,52223.841485
-0.1,4,52226.651822
-0.1,6,52226.651936
-0.1,3,52229.78309
-0.1,1,52229.783199
-0.1,5,52229.783249
-0.1,1,52232.708509
-0.1,3,52232.708616
0.0,5,52232.70865
-0.1,4,52232.708676
-0.1,4,52232.7087
-0.1,6,52235.944389
-0.1,6,52235.944508
-0.1,3,52238.784089
-0.1,3,52241.966033
-0.1,4,52241.966134
0.0,7,52241.966165
0.0,4,52244.410008
1.0,6,52244.410095
-0.1,5,52246.707571
-0.1,5,52246.707686
1.0,8,52246.707721
0.0,4,52246.70775
-0.1,1,52249.211843
1.0,4,52252.138101
-0.1,4,52255.244998
-0.1,1,52255.245116
-0.1,5,52255.245159
1.0,3,52255.24519
-0.1,8,52255.245217
-0.1,3,52255.245242
1.0,7,52258.306382
-0.1,3,52258.306498
1.0,5,52260.72968
0.0,10,52264.064613
-0.1,3,52264.064724
1.0,3,52264.06476
-0.1,8,52264.064786
-0.1,7,52264.064811
-0.1,1,52266.567798
0.0,4,52266.567997
-0.1,4,52268.973001
0.0,4,52268.973144
-0.1,6,52271.925755
-0.1,4,52271.925874
0.0,6,52271.925908
-0.1,3,52271.925937
0.0,6,52271.925962
-0.1,1,52274.246824
-0.1,4,52274.246948
0.0,3,52274.246984
-0.1,3,52277.393445
-0.1,2,52277.39355
-0.1,3,52280.674128
-0.1,2,52280.674239
-0.1,3,52283.716909
-0.1,7,52283.717121
-0.1,7,52283.717176
-0.1,5,52286.773122
1.0,6,52286.773364
1.0,3,52286.773413
-0.1,5,52289.904529
0.0,3,52289.90464
-0.1,4,52289.904673
-0.1,3,52289.904701
-0.1,7,52292.446708
-0.1,3,52295.513998
-0.1,2,52295.514114
-0.1,4,52295.514148
-0.1,11,52298.581611
-0.1,3,52298.581702
-0.1,3,52298.581728
-0.1,4,52301.530846
0.0,6,52301.530964
0.0,6,52304.569778
-0.1,3,52304.569892
-0.1,3,52304.569928
0.0,7,52307.5608
-0.1,3,52307.560914
0.0,8,52307.56095
-0.1,4,52310.382799
0.0,5,52310.382912
0.0,4,52312.742993
-0.1,7,52312.743103
-0.1,4,52312.743138
-0.1,3,52315.871245
-0.1,3,52318.854355
1.0,6,52321.731473
-0.1,4,52321.731618
-0.1,6,52321.731655
-0.1,5,52321.73168
-0.1,6,52321.731703
1.0,3,52321.731726
-0.1,6,52325.005933
-0.1,4,52325.006042
-0.1,3,52325.006077
-0.1,9,52325.006101
0.0,4,52325.006124
-0.1,3,52330.482314
1.0,3,52330.482423
-0.1,2,52330.482457
1.0,3,52333.03763
-0.1,4,52333.03772
-0.1,1,52336.011428
-0.1,5,52336.011548
-0.1,4,52336.011595
-0.1,4,52336.011625
-0.1,6,52338.341762
0.0,7,52340.772688
-0.1,5,52343.320551
1.0,4,52345.76432
0.0,5,52345.764424
0.0,6,52345.764456
-0.1,4,52345.76448
0.0,5,52348.16977
-0.1,12,52351.312024
-0.1,10,52351.312136
-0.1,2,52351.312171
0.0,5,52354.494926
1.0,7,52354.495031
0.0,6,52354.495063
0.0,4,52354.495087
-0.1,3,52354.495109
-0.1,2,52354.495132
-0.1,4,52356.949222
0.0,4,52356.949328
-0.1,1,52356.94936
-0.1,3,52360.061177
-0.1,4,52363.245592
-0.1,3,52366.286699
0.0,4,52366.286839
1.0,4,52366.286876
-0.1,3,52366.286903
-0.1,6,52369.106732
1.0,5,52369.10685
-0.1,5,52372.154131
1.0,5,52375.067966
0.0,4,52375.068068
-0.1,3,52375.068098
0.0,8,52378.149576
-0.1,4,52378.149693
-0.1,8,52378.149729
-0.1,2,52381.306572
0.0,5,52381.306684
-0.1,4,52381.306718
-0.1,19,52384.159576
1.0,3,52384.159698
-0.1,5,52386.668347
-0.1,5,52389.749966
-0.1,4,52389.750072
-0.1,9,52392.621542
0.0,8,52392.62165
-0.1,4,52392.621683
-0.1,3,52397.948529
-0.1,6,52397.948644
-0.1,6,52401.170389
-0.1,8,52401.170643
-0.1,7,52401.170695
-0.1,4,52403.667575
0.0,5,52406.162159
-0.1,11,52408.634892
0.0,6,52408.634984
0.0,8,52408.63501
0.0,8,52411.138474
0.0,10,52411.138588
0.0,6,52413.543044
-0.1,3,52416.636505
1.0,6,52416.636613
-0.1,6,52416.636651
-0.1,5,52416.636682
-0.1,5,52419.206452
1.0,7,52419.206605
-0.1,9,52421.685718
0.0,4,52421.685828
-0.1,5,52421.685861
-0.1,3,52424.823847
-0.1,3,52424.823956
-0.1,3,52428.015915
-0.1,2,52428.016005
-0.1,3,52428.01603
0.0,7,52428.01605
-0.1,3,52431.056411
-0.1,5,52431.056618
-0.1,7,52431.056662
0.0,7,52433.526245
-0.1,1,52433.526331
-0.1,6,52433.526357
-0.1,1,52436.67467
-0.1,3,52439.023301
0.0,5,52439.023409
-0.1,5,52441.547606
0.0,5,52441.547716
0.0,5,52441.54775
-0.1,1,52441.547777
-0.1,4,52444.619107
0.0,6,52444.619219
-0.1,4,52444.619253
0.0,8,52447.350611
-0.1,3,52447.350726
-0.1,4,52447.350761
-0.1,8,52453.265897
1.0,4,52453.266011
0.0,4,52453.266045
0.0,4,52456.068404
-0.1,1,52456.068519
-0.1,12,52456.068555
-0.1,5,52456.068581
-0.1,4,52456.068605
-0.1,5,52461.655876
-0.1,7,52461.655977
0.0,5,52461.656007
-0.1,5,52461.656029
-0.1,4,52464.174726
-0.1,2,52467.391801
-0.1,4,52467.391909
-0.1,4,52467.391944
-0.1,8,52467.39197
-0.1,5,52470.48537
-0.1,5,52470.485484
-0.1,6,52470.485518
-0.1,3,52470.485544
-0.1,3,52473.508164
-0.1,4,52473.508277
-0.1,2,52473.50831
-0.1,2,52473.508337
-0.1,5,52475.969254
0.0,7,52475.969343
-0.1,3,52479.166009
-0.1,4,52479.16612
-0.1,5,52482.126398
-0.1,3,52482.12652
0.0,4,52485.37194
-0.1,5,52485.37205
-0.1,5,52485.372085
-0.1,6,52488.558362
-0.1,3,52488.558464
-0.1,4,52488.558496
-0.1,6,52491.716008
-0.1,5,52491.716126
-0.1,5,52494.743875
0.0,7,52494.744099
-0.1,3,52497.044813
0.0,5,52499.539128
1.0,5,52499.539259
0.0,5,52499.539429
0.0,6,52499.539496
0.0,7,52502.581898
0.0,5,52502.58203
-0.1,4,52502.582064
0.0,5,52505.040678
-0.1,5,52507.462516
0.0,3,52507.462628
0.0,4,52509.819026
0.0,5,52509.819144
0.0,8,52509.819179
0.0,4,52512.931205
-0.1,5,52512.931291
-0.1,3,52512.931319
-0.1,5,52515.961185
-0.1,6,52515.961313
0.0,5,52515.961346
-0.1,3,52519.052449
-0.1,3,52519.052566
-0.1,1,52521.443419
0.0,10,52521.44353
-0.1,5,52521.443568
-0.1,6,52524.52792
-0.1,3,52524.528031
-0.1,6,52527.050461
-0.1,3,52530.036047
-0.1,6,52530.036156
0.0,5,52530.0362
-0.1,4,52530.036227
-0.1,5,52530.036252
-0.1,1,52532.54788
0.0,4,52532.547993
-0.1,1,52532.548026
-0.1,1,52534.872719
0.0,5,52534.872828
0.0,4,52534.87286
0.0,9,52537.37838
-0.1,3,52537.378469
1.0,10,52540.414796
0.0,4,52543.593553
-0.1,3,52543.593667
-0.1,5,52543.593702
-0.1,3,52543.593731
-0.1,4,52543.593758
-0.1,7,52546.682842
-0.1,8,52546.682957
-0.1,4,52549.235466
-0.1,1,52549.23557
0.0,8,52551.602038
-0.1,6,52551.602157
-0.1,3,52554.741034
0.0,5,52557.30218
0.0,6,52557.302335
-0.1,5,52557.30237
-0.1,5,52557.302401
-0.1,1,52557.302427
-0.1,1,52559.81372
-0.1,6,52559.813823
1.0,6,52559.813856
-0.1,2,52562.409136
-0.1,9,52562.409271
0.0,5,52562.409401
1.0,3,52565.426071
-0.1,5,52565.426177
-0.1,7,52568.712294
0.0,7,52571.221756
1.0,5,52571.221846
-0.1,3,52574.284118
1.0,5,52574.284217
-0.1,5,52574.28425
-0.1,7,52577.359981
-0.1,2,52577.360167
-0.1,3,52577.360203
-0.1,6,52577.36023
-0.1,5,52577.360256
-0.1,6,52580.4939
-0.1,6,52580.49402
-0.1,1,52580.494056
-0.1,3,52583.675396
-0.1,3,52583.675514
-0.1,6,52583.675548
0.0,5,52586.018061
1.0,4,52589.128427
-0.1,4,52589.128554
-0.1,1,52589.128602
0.0,4,52591.374463
-0.1,4,52591.374695
0.0,5,52591.374739
-0.1,5,52591.374765
-0.1,4,52591.37479
0.0,7,52593.89534
0.0,4,52593.895511
1.0,5,52597.001661
-0.1,1,52597.001809
-0.1,3,52597.001849
-0.1,1,52600.068782
-0.1,4,52600.068883
-0.1,1,52600.068916
0.0,4,52603.155702
-0.1,4,52603.156906
-0.1,4,52603.156935
-0.1,3,52606.274
0.0,5,52606.274121
0.0,5,52606.274158
-0.1,6,52606.274189
-0.1,1,52608.713284
0.0,4,52611.188072
-0.1,5,52614.428145
-0.1,3,52614.428256
-0.1,7,52614.42829
-0.1,3,52614.428318
-0.1,5,52614.428342
0.0,4,52614.428364
0.0,12,52616.67831
-0.1,1,52616.678419
-0.1,4,52616.678455
0.0,6,52619.762994
-0.1,4,52619.763081
-0.1,3,52622.112082
-0.1,3,52622.112191
-0.1,7,52622.112223
1.0,3,52625.307951
1.0,3,52625.308055
-0.1,5,52625.308089
-0.1,5,52628.505792
-0.1,3,52628.505904
-0.1,3,52631.455781
0.0,6,52631.455887
-0.1,1,52634.505349
-0.1,3,52634.505463
1.0,4,52634.505497
0.0,4,52636.97823
0.0,6,52640.003884
-0.1,1,52640.003992
-0.1,5,52642.402316
0.0,5,52642.402419
-0.1,3,52642.402452
0.0,11,52645.521255
-0.1,9,52645.52138
-0.1,10,52645.521527
0.0,4,52645.521562
0.0,8,52648.395211
-0.1,6,52648.395341
-0.1,5,52648.395377
-0.1,3,52650.934621
-0.1,5,52654.306296
0.0,5,52654.306415
-0.1,3,52654.306449
0.0,5,52656.737062
-0.1,3,52659.752668
-0.1,4,52659.752769
-0.1,6,52659.7528
0.0,5,52659.752827
-0.1,3,52662.979633
-0.1,1,52665.635492
0.0,7,52665.635609
1.0,3,52665.635643
0.0,7,52665.635671
-0.1,6,52665.635697
-0.1,3,52668.612262
-0.1,7,52673.375611
0.0,5,52673.375721
-0.1,10,52676.549043
-0.1,5,52679.774053
0.0,7,52679.774162
-0.1,5,52679.774195
-0.1,7,52679.774221
0.0,4,52679.774243
-0.1,6,52682.634133
-0.1,6,52682.634251
-0.1,3,52682.634285
0.0,4,52685.75732
-0.1,11,52685.757406
-0.1,3,52685.757536
-0.1,9,52691.460566
-0.1,3,52691.460694
-0.1,5,52694.507077
-0.1,3,52694.507189
-0.1,6,52697.7269
-0.1,5,52697.727014
-0.1,6,52697.727049
-0.1,3,52700.560649
0.0,6,52703.03201
-0.1,3,52705.335887
0.0,9,52707.868062
-0.1,10,52707.868179
-0.1,5,52710.869406
-0.1,5,52710.869514
1.0,4,52710.869548
-0.1,6,52710.869575
-0.1,1,52714.000926
0.0,12,52714.001049
0.0,3,52714.001084
1.0,4,52714.001112
0.0,8,52714.001136
-0.1,8,52716.850753
0.0,11,52716.850854
-0.1,4,52720.147129
-0.1,3,52720.147229
-0.1,2,52720.147262
-0.1,4,52722.545293
0.0,3,52722.545408
1.0,4,52722.545443
-0.1,4,52725.663756
-0.1,1,52725.663865
-0.1,3,52728.838144
-0.1,3,52728.838247
0.0,5,52731.336573
0.0,5,52731.336694
-0.1,9,52734.487108
-0.1,1,52734.487218
-0.1,7,52734.487253
-0.1,8,52737.673987
-0.1,5,52737.674123
1.0,5,52740.899276
-0.1,1,52740.899367
-0.1,7,52740.899401
-0.1,7,52743.721674
-0.1,1,52743.721796
1.0,4,52746.63237
-0.1,6,52746.632475
-0.1,3,52749.730465
-0.1,3,52749.730587
-0.1,1,52749.730623
0.0,4,52749.73065
0.0,5,52749.730676
0.0,7,52752.209307
0.0,9,52752.209402
0.0,4,52755.284468
-0.1,1,52755.284595
-0.1,4,52755.284635
1.0,4,52758.435402
-0.1,3,52758.435511
-0.1,8,52758.435549
-0.1,4,52761.482814
-0.1,4,52761.482908
-0.1,5,52764.290649
-0.1,12,52764.290761
1.0,4,52764.290794
-0.1,4,52767.306559
1.0,4,52767.306679
0.0,4,52770.369941
-0.1,3,52770.37005
0.0,4,52770.370086
-0.1,8,52773.245603
-0.1,3,52773.245718
0.0,5,52775.58762
0.0,4,52778.763591
1.0,5,52778.763702
-0.1,8,52781.724962
0.0,6,52781.725081
-0.1,4,52781.725114
-0.1,1,52781.72514
-0.1,5,52781.725176
-0.1,4,52781.725199
-0.1,9,52781.725225
1.0,6,52787.258672
1.0,3,52787.258755
-0.1,5,52787.258789
-0.1,5,52790.238523
-0.1,3,52790.238645
-0.1,6,52790.238681
-0.1,1,52790.238708
-0.1,3,52790.238734
-0.1,6,52798.501866
0.0,6,52798.50198
-0.1,6,52798.502012
-0.1,4,52798.502036
-0.1,3,52798.502059
1.0,6,52798.502081
-0.1,1,52801.344251
-0.1,4,52801.34437
-0.1,1,52801.344404
0.0,5,52803.844254
0.0,5,52803.844511
-0.1,6,52806.911227
0.0,3,52806.911346
-0.1,3,52806.911381
-0.1,10,52810.015287
-0.1,3,52810.01541
-0.1,4,52810.015445
-0.1,9,52813.248629
-0.1,5,52813.24872
-0.1,3,52816.198985
1.0,4,52816.199094
-0.1,5,52816.199129
-0.1,5,52816.199155
-0.1,3,52819.252345
-0.1,4,52819.252448
-0.1,3,52819.252479
-0.1,3,52819.252505
-0.1,2,52822.397787
-0.1,6,52822.397901
-0.1,4,52827.792486
-0.1,2,52827.792607
-0.1,6,52831.066555
0.0,5,52831.066661
0.0,4,52831.066694
-0.1,3,52831.066719
-0.1,5,52834.049818
0.0,6,52836.475633
0.0,4,52839.736996
0.0,8,52839.737104
-0.1,3,52839.737136
0.0,7,52839.737176
-0.1,3,52839.737201
-0.1,3,52842.650799
-0.1,5,52845.613243
-0.1,7,52848.686214
0.0,14,52848.686304
-0.1,4,52851.762805
-0.1,3,52851.762902
-0.1,3,52854.668249
0.0,6,52854.668406
0.0,5,52854.668442
0.0,6,52857.245419
0.0,9,52857.245531
-0.1,15,52857.245563
-0.1,7,52860.452821
-0.1,4,52860.452937
1.0,5,52863.492444
-0.1,3,52863.49255
-0.1,5,52866.553523
1.0,3,52866.553637
0.0,5,52869.746785
-0.1,3,52869.746905
-0.1,7,52872.945354
0.0,6,52872.945481
-0.1,5,52872.94553
0.0,3,52872.945583
-0.1,5,52872.945629
-0.1,11,52872.945676
0.0,5,52875.243096
-0.1,3,52878.435801
1.0,3,52881.678769
-0.1,6,52881.678859
-0.1,3,52881.678895
-0.1,5,52881.678921
-0.1,5,52881.678945
0.0,4,52884.645241
-0.1,5,52884.645352
-0.1,1,52884.645388
-0.1,5,52887.89686
-0.1,3,52887.896968
0.0,3,52890.396818
-0.1,6,52890.39692
-0.1,7,52893.230031
-0.1,4,52893.230149
-0.1,3,52893.230184
-0.1,5,52895.672178
1.0,3,52895.672307
-0.1,3,52895.67234
-0.1,3,52898.185539
-0.1,3,52901.202547
0.0,4,52901.202668
-0.1,1,52901.202704
0.0,6,52901.202733
-0.1,8,52903.747376
-0.1,4,52903.747498
0.0,7,52903.747532
-0.1,6,52909.248028
0.0,13,52912.605814
-0.1,3,52912.605916
-0.1,6,52912.605952
-0.1,5,52914.960657
0.0,5,52914.960779
1.0,5,52914.960812
-0.1,1,52917.456079
0.0,5,52917.456194
-0.1,7,52920.456297
1.0,3,52920.456402
1.0,6,52920.456434
0.0,9,52920.456458
-0.1,3,52923.559069
0.0,4,52923.559216
-0.1,10,52923.559258
1.0,6,52926.57571
-0.1,3,52929.564469
-0.1,3,52929.564559
-0.1,3,52932.858076
-0.1,3,52932.858188
-0.1,6,52935.960382
1.0,5,52935.96049
-0.1,4,52935.960522
0.0,8,52935.960548
-0.1,8,52938.530662
0.0,6,52938.53078
-0.1,4,52941.608756
-0.1,5,52944.71562
-0.1,9,52944.715729
0.0,4,52944.715766
-0.1,2,52944.715796
-0.1,4,52944.715826
-0.1,4,52947.265267
-0.1,3,52952.626727
0.0,6,52952.627031
-0.1,3,52952.627113
-0.1,6,52952.62718
0.0,4,52952.627239
-0.1,1,52955.168182
-0.1,11,52958.274289
-0.1,5,52958.274413
-0.1,3,52961.306953
-0.1,3,52961.307076
-0.1,9,52961.30711
0.0,9,52963.884844
0.0,5,52967.007186
-0.1,3,52967.007287
-0.1,4,52967.007322
-0.1,1,52967.007348
-0.1,6,52970.011518
-0.1,1,52970.011636
0.0,9,52970.011671
-0.1,3,52970.011699
-0.1,3,52970.011725
0.0,9,52970.011749
1.0,4,52973.036
-0.1,9,52973.036114
-0.1,2,52975.887676
-0.1,6,52975.887774
-0.1,4,52979.030401
-0.1,3,52979.030511
-0.1,3,52979.030544
-0.1,5,52981.559555
0.0,5,52984.537331
-0.1,5,52984.537422
-0.1,6,52987.352279
-0.1,1,52987.352386
-0.1,3,52987.352417
1.0,3,52987.352443
0.0,6,52990.40991
0.0,6,52990.410012
-0.1,3,52990.410044
-0.1,8,52990.410072
-0.1,5,52992.822869
0.0,6,52992.822956
-0.1,1,52995.874501
-0.1,7,52995.874622
-0.1,3,52995.874656
-0.1,3,52998.404881
-0.1,1,52998.404989
-0.1,4,52998.405021
-0.1,4,52998.405048
-0.1,5,52998.405072
-0.1,5,53001.324209
1.0,3,53001.324385
-0.1,3,53004.437747
-0.1,3,53007.602473
-0.1,6,53007.602574
-0.1,6,53007.6026
-0.1,1,53010.60974
-0.1,6,53013.550973
-0.1,5,53013.551086
-0.1,3,53013.551121
0.0,5,53013.551148
1.0,5,53016.761461
-0.1,5,53016.761574
-0.1,4,53019.92411
-0.1,7,53019.924237
-0.1,8,53022.448011
-0.1,4,53025.344022
-0.1,3,53025.344127
-0.1,6,53025.344158
-0.1,12,53025.344183
-0.1,2,53028.468751
-0.1,6,53028.469015
-0.1,3,53028.469068
0.0,5,53030.963135
0.0,2,53034.026122
-0.1,3,53034.02621
-0.1,1,53036.980206
1.0,4,53036.980355
-0.1,6,53036.980426
0.0,9,53040.213109
-0.1,5,53040.213206
-0.1,4,53040.213234
1.0,3,53040.213253
0.0,9,53040.213271
-0.1,1,53042.99274
-0.1,1,53042.992882
-0.1,1,53046.050539
0.0,3,53046.050644
-0.1,4,53046.050677
-0.1,3,53046.050704
1.0,6,53046.050729
-0.1,1,53049.140162
-0.1,8,53049.140259
-0.1,1,53049.140285
-0.1,4,53049.140304
-0.1,4,53052.399916
-0.1,3,53052.400032
0.0,2,53052.400064
-0.1,1,53052.40009
-0.1,3,53055.461802
0.0,5,53055.461955
-0.1,14,53055.461992
0.0,6,53058.414289
-0.1,3,53058.414378
-0.1,3,53061.46944
-0.1,3,53061.469544
1.0,5,53064.494684
-0.1,6,53064.494804
0.0,3,53064.49484
1.0,5,53070.082128
-0.1,5,53070.082226
1.0,6,53070.082263
-0.1,7,53070.082286
0.0,7,53072.995081
0.0,5,53072.99528
-0.1,1,53072.995321
-0.1,3,53072.995351
0.0,4,53075.414367
1.0,5,53075.414466
-0.1,5,53075.414499
-0.1,3,53078.570387
0.0,5,53078.570653
-0.1,7,53078.570696
0.0,3,53081.079795
1.0,3,53081.079908
-0.1,2,53084.09886
0.0,6,53086.688992
-0.1,5,53086.689103
0.0,4,53086.689138
0.0,6,53086.689184
1.0,5,53089.779031
-0.1,3,53089.779135
-0.1,1,53089.77917
-0.1,1,53089.779197
-0.1,3,53092.967944
-0.1,5,53092.968096
-0.1,1,53092.968133
-0.1,5,53092.96816
-0.1,7,53092.968186
-0.1,1,53096.140958
-0.1,5,53096.141044
-0.1,4,53099.351566
-0.1,3,53099.351658
-0.1,8,53099.35169
-0.1,4,53102.205498
-0.1,3,53102.205618
0.0,5,53102.205651
-0.1,4,53104.675247
-0.1,6,53107.739265
-0.1,3,53107.739422
1.0,4,53107.739458
1.0,3,53107.739486
-0.1,3,53110.805425
-0.1,3,53110.805552
1.0,5,53110.805586
-0.1,6,53110.805615
1.0,7,53113.898715
-0.1,4,53113.898804
-0.1,3,53117.017159
-0.1,3,53117.017268
-0.1,3,53117.017303
-0.1,4,53138.23827
-0.1,8,53138.238384
-0.1,4,53138.238431
0.0,5,53138.238457
-0.1,5,53141.206575
0.0,7,53141.20668
-0.1,4,53141.206712
0.0,5,53141.206737
-0.1,3,53141.206758
-0.1,2,53143.804546
0.0,5,53146.975143
-0.1,1,53146.975261
-0.1,2,53146.975296
-0.1,3,53146.975323
-0.1,2,53146.975347
-0.1,1,53150.020128
-0.1,4,53150.02022
-0.1,3,53150.020249
-0.1,3,53150.02027
-0.1,8,53152.570133
0.0,7,53152.57024
-0.1,6,53154.969076
1.0,6,53157.5049
-0.1,4,53160.572297
-0.1,3,53160.572409
0.0,5,53160.572442
0.0,4,53160.572469
-0.1,5,53163.811681
-0.1,6,53163.81178
-0.1,7,53166.71013
-0.1,3,53170.004119
0.0,3,53170.004236
-0.1,4,53170.00427
1.0,6,53170.004298
1.0,8,53173.163387
-0.1,6,53173.163479
-0.1,5,53176.157318
-0.1,10,53176.157417
-0.1,3,53176.157453
-0.1,5,53176.15748
-0.1,5,53178.829007
1.0,3,53181.911041
-0.1,3,53181.911147
-0.1,5,53184.196581
0.0,7,53184.196701
-0.1,3,53184.196736
-0.1,3,53187.384139
-0.1,6,53187.384254
-0.1,6,53187.38429
0.0,6,53187.384317
-0.1,6,53193.083768
-0.1,3,53196.378802
0.0,4,53196.378917
-0.1,1,53196.378953
1.0,3,53196.378981
0.0,5,53196.379007
0.0,5,53201.848666
-0.1,7,53201.848787
0.0,7,53204.845648
-0.1,3,53204.845762
-0.1,11,53207.98806
-0.1,4,53207.988181
-0.1,8,53207.988216
1.0,12,53211.209761
-0.1,1,53211.20989
-0.1,5,53211.209926
-0.1,8,53211.209955
-0.1,4,53214.036742
-0.1,3,53217.101039
-0.1,3,53217.101162
0.0,8,53220.189724
0.0,6,53220.189829
-0.1,3,53220.189863
-0.1,4,53223.314205
-0.1,1,53223.314319
0.0,4,53223.314354
0.0,4,53223.314382
-0.1,6,53223.314407
-0.1,6,53223.314432
-0.1,3,53228.814349
1.0,4,53228.814445
-0.1,5,53228.81447
-0.1,2,53228.814489
0.0,4,53228.814506
-0.1,12,53231.688716
-0.1,4,53234.502613
-0.1,5,53234.502735
0.0,4,53234.502772
-0.1,3,53237.478802
1.0,3,53237.478919
-0.1,2,53240.487344
-0.1,7,53243.724244
0.0,4,53243.724367
-0.1,3,53243.7244
-0.1,3,53243.724429
-0.1,1,53246.200948
-0.1,3,53249.260721
0.0,7,53249.260835
1.0,7,53249.26087
0.0,9,53249.260898
-0.1,8,53252.532588
-0.1,3,53252.532714
0.0,6,53254.848066
-0.1,4,53257.455467
0.0,5,53257.455557
-0.1,2,53257.455591
-0.1,6,53260.264521
-0.1,8,53260.264631
-0.1,4,53260.264665
-0.1,3,53260.264691
-0.1,1,53263.358256
-0.1,3,53263.358351
0.0,5,53263.358377
0.0,14,53263.358397
-0.1,3,53266.449127
0.0,6,53266.449228
-0.1,3,53269.327435
-0.1,4,53269.327545
-0.1,3,53269.327583
-0.1,3,53269.327611
-0.1,3,53272.38819
-0.1,1,53272.388309
-0.1,1,53272.388345
-0.1,3,53272.388374
0.0,5,53272.388401
-0.1,3,53272.388426
-0.1,9,53275.682374
-0.1,3,53278.155082
-0.1,1,53278.155196
-0.1,5,53278.15523
0.0,4,53278.155256
-0.1,3,53281.293429
-0.1,3,53281.293521
-0.1,4,53281.293549
-0.1,3,53281.293569
1.0,3,53281.293587
-0.1,1,53283.661389
0.0,4,53283.661503
0.0,6,53283.661538
-0.1,3,53286.435326
-0.1,1,53289.736024
-0.1,3,53289.73613
-0.1,3,53289.736164
-0.1,4,53292.009717
-0.1,5,53292.009834
0.0,5,53292.009869
0.0,5,53297.076911
0.0,6,53297.077123
0.0,9,53297.077204
-0.1,6,53299.879751
-0.1,3,53299.879866
-0.1,6,53299.879901
0.0,5,53302.349576
0.0,9,53302.349803
-0.1,3,53305.254782
0.0,6,53305.254891
-0.1,3,53308.306168
-0.1,3,53308.306285
0.0,4,53311.304696
0.0,5,53311.304785
0.0,7,53311.304819
-0.1,3,53311.304845
0.0,8,53313.771693
-0.1,3,53316.308259
-0.1,10,53316.30836
-0.1,5,53316.30839
0.0,8,53318.720879
-0.1,1,53321.691593
-0.1,6,53321.691711
0.0,6,53321.691746
0.0,4,53321.691775
-0.1,1,53324.898386
-0.1,3,53324.898525
-0.1,5,53324.898564
-0.1,5,53324.898591
-0.1,3,53324.898615
1.0,6,53324.898639
-0.1,6,53327.807551
-0.1,3,53330.257366
-0.1,5,53330.257475
-0.1,7,53333.366474
-0.1,3,53333.366587
-0.1,5,53336.263074
-0.1,3,53339.383861
0.0,6,53339.384005
-0.1,3,53339.38406
-0.1,4,53339.384104
0.0,5,53339.384155
-0.1,2,53342.45786
-0.1,6,53342.458028
1.0,4,53345.229477
-0.1,8,53348.133604
-0.1,3,53348.133717
-0.1,3,53348.133749
-0.1,1,53348.133776
-0.1,7,53352.980131
0.0,5,53352.980253
-0.1,3,53356.195236
1.0,11,53356.195354
-0.1,3,53356.19539
0.0,3,53356.195417
-0.1,5,53356.195461
-0.1,3,53356.195486
-0.1,7,53361.807267
-0.1,8,53361.807526
0.0,3,53364.861767
-0.1,14,53364.861877
-0.1,5,53367.971502
-0.1,5,53371.079666
1.0,5,53371.07979
-0.1,5,53371.079824
0.0,11,53371.079852
0.0,7,53373.538985
0.0,6,53373.539179
