#{"t_start": 1633963716.4191632, "env_id": null}
r,l,t
-0.1,2,21024.487869
-0.1,1,21024.487907
-0.1,3,21024.48794
-0.1,3,21024.487968
-0.1,1,21024.487996
-0.1,2,21024.488022
-0.1,1,21024.488047
-0.1,1,21028.024351
-0.1,1,21028.024474
-0.1,5,21028.024511
-0.1,1,21028.024541
-0.1,1,21028.024568
-0.1,3,21028.024593
-0.1,2,21028.024617
-0.1,1,21028.024641
-0.1,1,21028.024685
-0.1,1,21028.024709
-0.1,2,21031.7238
-0.1,1,21031.723915
-0.1,1,21031.723951
-0.1,1,21031.723978
-0.1,1,21031.724002
-0.1,2,21035.248531
-0.1,1,21035.248651
-0.1,2,21035.248684
-0.1,1,21035.24871
1.0,2,21035.248735
-0.1,2,21038.800726
-0.1,3,21038.800843
-0.1,2,21038.800876
-0.1,3,21038.800902
-0.1,1,21038.800928
-0.1,2,21041.819208
-0.1,1,21041.819354
-0.1,3,21041.81939
-0.1,2,21041.819419
0.0,2,21041.819445
-0.1,2,21041.819469
1.0,2,21045.363575
0.0,7,21045.363698
-0.1,2,21045.363733
-0.1,1,21045.363763
-0.1,2,21045.363789
-0.1,1,21045.363814
-0.1,1,21045.363838
-0.1,1,21045.363862
-0.1,2,21045.363886
-0.1,2,21049.017828
-0.1,1,21049.017949
-0.1,1,21049.017985
-0.1,1,21049.018012
1.0,6,21049.018038
-0.1,1,21049.018064
-0.1,1,21049.018087
-0.1,1,21049.018111
-0.1,2,21052.563469
-0.1,3,21052.563591
-0.1,2,21052.563626
-0.1,1,21052.563654
-0.1,1,21052.56368
-0.1,1,21052.563705
-0.1,2,21052.563729
-0.1,1,21056.182411
-0.1,2,21056.18253
0.0,2,21056.182567
-0.1,1,21056.182595
-0.1,1,21056.182621
-0.1,1,21056.182646
-0.1,1,21056.18267
-0.1,1,21056.182695
-0.1,1,21059.748624
-0.1,2,21059.748739
-0.1,1,21059.748774
-0.1,1,21059.748802
-0.1,1,21059.748829
-0.1,1,21059.748853
-0.1,1,21059.748878
-0.1,1,21063.350349
-0.1,2,21063.350466
-0.1,2,21063.350501
-0.1,1,21063.350529
-0.1,1,21063.350554
-0.1,1,21067.160521
-0.1,5,21067.160638
-0.1,2,21067.160672
-0.1,1,21067.1607
-0.1,1,21067.160727
-0.1,5,21067.160753
-0.1,2,21067.160777
-0.1,3,21070.631125
-0.1,3,21070.631255
-0.1,1,21070.631294
-0.1,1,21070.631323
-0.1,2,21070.631349
-0.1,2,21070.631373
-0.1,1,21070.631398
-0.1,1,21070.631423
-0.1,1,21074.257962
-0.1,1,21074.258071
-0.1,2,21074.258103
-0.1,1,21074.258123
-0.1,2,21074.258146
-0.1,7,21074.258168
-0.1,1,21074.25819
-0.1,1,21074.258214
-0.1,1,21074.258233
-0.1,1,21074.258248
-0.1,1,21077.837798
-0.1,1,21077.837886
-0.1,1,21077.837911
-0.1,1,21077.837931
-0.1,1,21077.837954
-0.1,1,21077.837976
-0.1,1,21077.837998
-0.1,4,21081.287579
-0.1,1,21081.287702
-0.1,1,21081.287736
-0.1,1,21081.287764
0.0,2,21081.28779
-0.1,3,21081.287815
-0.1,2,21081.287839
-0.1,3,21084.657524
-0.1,2,21084.65764
-0.1,1,21084.657679
-0.1,1,21084.657707
-0.1,2,21084.657729
-0.1,1,21084.657746
-0.1,3,21088.19171
-0.1,1,21088.191822
-0.1,1,21088.191858
-0.1,2,21088.191885
0.0,3,21088.191912
-0.1,1,21088.191938
-0.1,2,21091.814261
-0.1,1,21091.814353
-0.1,1,21091.814389
-0.1,2,21091.814415
-0.1,3,21091.814438
-0.1,2,21095.28926
-0.1,2,21095.289379
-0.1,1,21095.289414
-0.1,1,21095.28944
-0.1,4,21095.289464
-0.1,2,21095.289486
-0.1,1,21095.289509
-0.1,3,21095.289534
-0.1,1,21098.874354
-0.1,1,21098.874473
-0.1,3,21098.874508
-0.1,1,21098.874536
0.0,2,21098.874561
-0.1,1,21098.874585
-0.1,1,21098.874609
-0.1,2,21102.454455
-0.1,1,21102.454568
-0.1,1,21102.454604
-0.1,6,21102.454632
-0.1,2,21102.454656
-0.1,2,21102.454673
0.0,3,21102.45469
-0.1,1,21102.454705
-0.1,1,21102.454721
-0.1,1,21105.967092
-0.1,2,21105.967212
-0.1,1,21105.967259
-0.1,2,21105.967287
-0.1,2,21109.315073
-0.1,2,21109.315196
-0.1,2,21109.315241
-0.1,3,21109.315271
-0.1,2,21109.315297
-0.1,1,21109.315322
-0.1,2,21109.315346
1.0,2,21109.315369
-0.1,2,21112.77357
-0.1,1,21112.773689
-0.1,1,21112.773724
-0.1,2,21112.773751
-0.1,1,21112.773776
-0.1,2,21112.7738
-0.1,1,21112.773824
-0.1,1,21116.431299
-0.1,1,21116.431393
0.0,2,21116.431427
-0.1,2,21116.431454
-0.1,1,21116.431477
-0.1,1,21116.431498
-0.1,4,21116.431514
-0.1,3,21120.153376
-0.1,1,21120.153465
-0.1,2,21120.153492
-0.1,1,21120.153513
-0.1,1,21123.639531
-0.1,1,21123.639655
0.0,3,21123.639693
-0.1,2,21123.639718
-0.1,2,21123.639741
-0.1,2,21123.639763
-0.1,2,21123.639786
-0.1,4,21123.639803
-0.1,1,21123.639818
-0.1,1,21127.205029
-0.1,1,21127.20515
1.0,2,21127.205185
-0.1,2,21130.775691
-0.1,2,21130.775816
-0.1,1,21130.775851
0.0,4,21130.77588
-0.1,5,21130.775906
-0.1,1,21130.775931
-0.1,2,21130.775955
-0.1,1,21134.352053
-0.1,3,21134.352173
-0.1,1,21134.352212
-0.1,1,21134.352237
-0.1,1,21134.352258
-0.1,1,21134.352279
-0.1,3,21134.352299
-0.1,1,21137.897419
0.0,4,21137.89754
-0.1,1,21137.897575
-0.1,2,21137.897603
-0.1,2,21137.897628
-0.1,1,21137.897651
-0.1,1,21137.897675
-0.1,3,21137.897698
-0.1,2,21141.626703
-0.1,1,21141.626826
-0.1,5,21141.62686
0.0,2,21141.626888
-0.1,1,21141.626914
-0.1,1,21141.626939
-0.1,1,21141.626963
-0.1,1,21145.184852
-0.1,1,21145.184977
-0.1,1,21145.185012
0.0,2,21145.18504
1.0,2,21145.185066
-0.1,1,21145.185092
0.0,2,21145.185117
-0.1,3,21148.741958
-0.1,1,21148.742193
-0.1,1,21148.742241
-0.1,1,21148.742269
-0.1,1,21148.742288
-0.1,2,21148.742304
-0.1,2,21148.74232
-0.1,1,21148.742336
-0.1,4,21148.742352
-0.1,2,21148.742368
-0.1,2,21152.298846
-0.1,1,21152.298968
-0.1,1,21152.299002
-0.1,1,21152.29903
-0.1,1,21152.299056
-0.1,1,21152.299081
-0.1,1,21152.299105
-0.1,2,21152.299129
-0.1,1,21152.299153
-0.1,1,21152.299177
-0.1,1,21155.776222
-0.1,1,21155.776341
-0.1,2,21155.776376
-0.1,1,21155.776405
-0.1,1,21155.776429
-0.1,2,21159.276723
-0.1,3,21159.276844
-0.1,2,21159.276879
-0.1,2,21159.276906
-0.1,1,21159.276931
-0.1,2,21159.276955
-0.1,1,21159.276979
-0.1,1,21162.84346
-0.1,2,21162.843584
-0.1,1,21162.84362
-0.1,3,21162.843648
-0.1,2,21162.843673
-0.1,3,21162.843699
-0.1,2,21166.525522
-0.1,1,21166.525641
-0.1,1,21166.525676
-0.1,1,21166.525704
-0.1,1,21166.525729
-0.1,2,21166.525753
-0.1,2,21166.525773
-0.1,1,21169.941314
-0.1,3,21169.941436
-0.1,1,21169.94147
-0.1,1,21169.941499
0.0,4,21169.941525
-0.1,1,21173.45539
-0.1,2,21173.455513
-0.1,2,21173.455548
-0.1,1,21173.455576
-0.1,4,21173.455601
0.0,3,21173.455626
-0.1,2,21173.45565
-0.1,1,21173.455672
-0.1,1,21173.455696
-0.1,1,21177.053619
-0.1,1,21177.053744
-0.1,1,21177.053782
-0.1,3,21177.053813
-0.1,1,21177.053841
-0.1,2,21177.053869
-0.1,1,21177.053895
-0.1,1,21177.053921
1.0,4,21177.053946
0.0,2,21180.646952
-0.1,1,21180.647076
-0.1,1,21180.647113
-0.1,1,21180.647141
-0.1,1,21180.647167
-0.1,1,21180.647192
-0.1,2,21180.647217
-0.1,1,21180.647252
-0.1,1,21184.170844
-0.1,2,21184.170964
-0.1,1,21184.171
-0.1,1,21184.171027
-0.1,1,21184.171053
-0.1,2,21184.171078
0.0,3,21184.171102
-0.1,2,21184.171126
-0.1,2,21187.833868
-0.1,2,21187.833984
-0.1,1,21187.834023
1.0,2,21187.834055
-0.1,1,21187.834087
-0.1,1,21187.834114
-0.1,1,21187.834136
-0.1,1,21187.834157
-0.1,1,21191.53651
-0.1,1,21191.536626
-0.1,2,21191.53666
1.0,2,21191.536688
0.0,3,21191.536714
-0.1,1,21191.536738
-0.1,1,21191.536762
-0.1,1,21191.536786
-0.1,1,21191.536808
-0.1,2,21194.971118
-0.1,2,21194.971251
-0.1,1,21194.971291
-0.1,1,21194.971319
-0.1,1,21194.971345
-0.1,1,21194.97137
-0.1,1,21194.971395
-0.1,1,21194.971418
-0.1,2,21198.370152
-0.1,4,21198.370274
-0.1,1,21198.370309
-0.1,2,21198.370337
-0.1,1,21198.370362
-0.1,2,21201.928928
-0.1,2,21201.929047
-0.1,1,21201.929082
-0.1,1,21201.929109
-0.1,2,21201.929135
-0.1,3,21201.92916
-0.1,2,21201.929185
-0.1,1,21201.929209
-0.1,2,21201.929232
-0.1,1,21201.929256
-0.1,1,21201.92928
-0.1,1,21205.507258
-0.1,1,21205.507382
-0.1,1,21205.507417
-0.1,1,21205.507444
-0.1,1,21205.507471
-0.1,2,21209.028112
-0.1,2,21209.028233
-0.1,4,21209.028268
-0.1,2,21209.028295
-0.1,1,21209.02832
-0.1,1,21209.028345
-0.1,1,21209.028369
-0.1,2,21209.028393
-0.1,1,21209.028418
-0.1,1,21212.002223
-0.1,1,21212.002346
-0.1,3,21212.002381
-0.1,1,21212.002409
-0.1,2,21212.002433
-0.1,3,21212.002456
-0.1,1,21212.00248
-0.1,1,21215.732119
-0.1,2,21215.732251
-0.1,1,21215.732412
-0.1,1,21215.732448
-0.1,1,21215.732474
-0.1,2,21215.732491
-0.1,2,21215.732507
-0.1,2,21215.732522
-0.1,1,21215.732538
-0.1,1,21219.355264
-0.1,1,21219.355388
-0.1,2,21219.355423
-0.1,3,21219.355452
-0.1,1,21219.355477
-0.1,1,21219.355502
-0.1,1,21219.355526
-0.1,2,21219.355551
-0.1,1,21223.242667
-0.1,1,21223.242789
-0.1,2,21223.242824
-0.1,1,21223.242852
0.0,2,21223.242877
-0.1,2,21223.242902
-0.1,1,21223.242944
-0.1,2,21223.242968
-0.1,1,21226.826416
-0.1,2,21226.826537
-0.1,2,21226.826573
-0.1,1,21226.826604
-0.1,2,21226.826631
-0.1,1,21226.826656
-0.1,1,21226.826681
-0.1,1,21226.826704
-0.1,3,21230.457037
-0.1,1,21230.457162
-0.1,1,21230.457196
-0.1,2,21230.457223
-0.1,1,21233.947474
-0.1,2,21233.947601
0.0,3,21233.947763
-0.1,1,21233.947796
-0.1,1,21233.94782
-0.1,2,21233.947836
-0.1,2,21233.947852
-0.1,3,21237.582724
-0.1,1,21237.58284
-0.1,1,21237.582878
-0.1,2,21237.582908
-0.1,1,21237.582936
-0.1,4,21237.582963
-0.1,1,21237.582989
-0.1,2,21241.193135
-0.1,4,21241.193253
-0.1,1,21241.193287
-0.1,4,21241.193314
-0.1,1,21241.193337
-0.1,1,21241.19336
-0.1,2,21241.193378
-0.1,2,21241.193393
-0.1,1,21244.766011
-0.1,1,21244.766118
-0.1,2,21244.766155
-0.1,1,21244.76618
-0.1,1,21244.766197
-0.1,2,21244.766213
-0.1,1,21248.375904
-0.1,1,21248.376027
-0.1,1,21248.376062
-0.1,3,21248.376088
-0.1,2,21248.376113
-0.1,3,21248.376137
-0.1,2,21251.961774
-0.1,1,21251.961961
1.0,2,21251.962035
-0.1,3,21251.962095
-0.1,1,21251.962151
-0.1,1,21251.962204
-0.1,3,21251.962257
-0.1,3,21251.962309
-0.1,1,21255.725569
-0.1,2,21255.725693
-0.1,2,21255.725729
-0.1,1,21255.725756
-0.1,1,21255.725782
-0.1,1,21255.725806
-0.1,2,21255.72583
-0.1,3,21255.725854
-0.1,1,21259.233184
-0.1,2,21259.233303
-0.1,2,21259.23334
1.0,2,21259.23337
-0.1,2,21259.233398
-0.1,1,21259.233425
-0.1,1,21259.233451
-0.1,1,21262.86728
-0.1,1,21262.867402
-0.1,2,21262.867438
-0.1,3,21266.308427
0.0,3,21266.308547
-0.1,2,21266.308582
-0.1,2,21266.308609
-0.1,1,21266.308635
-0.1,2,21266.308659
-0.1,2,21266.308682
-0.1,4,21269.803666
0.0,3,21269.803788
0.0,4,21269.803827
-0.1,1,21269.803856
-0.1,1,21269.803886
-0.1,2,21269.803914
-0.1,1,21269.803941
-0.1,1,21269.803966
-0.1,1,21269.803992
-0.1,1,21269.804017
-0.1,1,21273.379398
-0.1,1,21273.379526
-0.1,1,21273.379794
-0.1,1,21273.379951
-0.1,1,21273.380024
-0.1,1,21273.380084
-0.1,1,21276.858989
-0.1,1,21276.859108
-0.1,3,21276.859143
-0.1,1,21276.859171
-0.1,2,21276.859196
-0.1,2,21276.85922
-0.1,2,21276.859257
-0.1,1,21276.859281
-0.1,1,21276.859305
-0.1,1,21280.456528
-0.1,1,21280.456652
-0.1,1,21280.456691
-0.1,1,21280.456721
-0.1,1,21280.456749
-0.1,1,21280.456776
-0.1,6,21284.102702
-0.1,1,21284.102823
-0.1,2,21284.102859
-0.1,2,21284.102886
-0.1,1,21284.102911
-0.1,1,21284.102935
-0.1,1,21284.10296
0.0,2,21284.102984
1.0,2,21287.602327
-0.1,1,21287.60245
-0.1,5,21287.602485
-0.1,1,21287.602513
-0.1,2,21287.602538
-0.1,1,21287.602563
-0.1,1,21287.602587
-0.1,1,21287.60261
-0.1,1,21287.602635
-0.1,1,21287.602659
-0.1,1,21291.194933
-0.1,1,21291.195057
-0.1,1,21291.195092
-0.1,1,21291.195119
-0.1,1,21291.195144
-0.1,1,21291.195167
0.0,5,21291.195191
-0.1,2,21291.195216
-0.1,2,21294.770913
-0.1,1,21294.771028
-0.1,2,21294.771063
-0.1,1,21298.399223
-0.1,3,21298.399434
-0.1,2,21298.399508
-0.1,2,21298.399568
-0.1,2,21298.399624
-0.1,2,21298.399678
-0.1,2,21298.399733
-0.1,2,21298.399787
-0.1,3,21298.39984
-0.1,2,21298.399895
-0.1,2,21301.965948
-0.1,1,21301.966134
-0.1,1,21301.966209
-0.1,1,21301.96627
-0.1,1,21301.966329
-0.1,1,21301.966385
-0.1,1,21301.966441
-0.1,1,21301.966496
0.0,3,21305.490227
-0.1,1,21305.490341
-0.1,1,21305.490378
-0.1,1,21305.490406
-0.1,2,21305.490432
-0.1,2,21305.490457
-0.1,2,21305.490481
-0.1,1,21305.490505
-0.1,1,21305.490528
-0.1,1,21305.490551
-0.1,1,21308.950185
-0.1,1,21308.950308
-0.1,1,21308.950343
-0.1,1,21308.950371
-0.1,1,21308.950395
-0.1,1,21312.436952
-0.1,2,21312.437076
1.0,2,21312.437112
-0.1,1,21312.43714
-0.1,1,21312.437165
-0.1,2,21312.437191
-0.1,2,21312.437216
-0.1,2,21312.437239
-0.1,1,21312.437264
-0.1,1,21312.437287
-0.1,3,21312.437311
-0.1,4,21316.008751
-0.1,1,21316.008899
-0.1,1,21316.00895
-0.1,1,21316.008991
-0.1,1,21316.009028
-0.1,1,21316.009065
-0.1,1,21316.009101
-0.1,1,21316.009138
-0.1,1,21316.009175
-0.1,2,21319.545034
-0.1,1,21319.545156
-0.1,1,21319.545209
-0.1,1,21319.545238
-0.1,1,21319.545263
-0.1,2,21319.545285
-0.1,2,21319.545307
-0.1,1,21319.54533
-0.1,1,21323.238848
-0.1,2,21323.238974
-0.1,1,21323.23901
-0.1,2,21323.239037
-0.1,1,21323.239063
-0.1,1,21323.239087
-0.1,1,21323.239111
-0.1,1,21323.239135
-0.1,1,21326.884508
-0.1,2,21326.884629
-0.1,1,21326.884666
-0.1,3,21326.884698
-0.1,2,21326.884726
-0.1,1,21326.884753
-0.1,1,21326.884779
-0.1,1,21326.884804
-0.1,1,21326.88483
-0.1,2,21330.542596
0.0,4,21330.542718
-0.1,1,21330.542752
-0.1,2,21330.542781
-0.1,1,21330.542806
-0.1,1,21330.54283
-0.1,2,21334.215114
-0.1,2,21334.215244
-0.1,2,21334.215287
-0.1,1,21334.215318
-0.1,1,21334.215347
-0.1,1,21334.215374
-0.1,2,21334.2154
-0.1,1,21334.215425
-0.1,1,21334.21545
-0.1,2,21334.215475
-0.1,1,21334.215496
-0.1,1,21337.754167
-0.1,1,21337.754291
-0.1,1,21337.754326
-0.1,1,21337.754353
-0.1,3,21337.754377
-0.1,1,21337.754402
-0.1,1,21337.754426
-0.1,1,21337.75445
-0.1,1,21337.754473
-0.1,1,21341.411893
0.0,2,21341.412015
-0.1,1,21341.412062
-0.1,1,21341.412103
-0.1,1,21341.412133
-0.1,1,21341.412161
-0.1,1,21341.412188
-0.1,1,21345.118057
-0.1,1,21345.118179
-0.1,3,21345.118214
-0.1,1,21345.118242
-0.1,2,21345.118265
-0.1,2,21345.118289
-0.1,1,21345.118306
-0.1,3,21345.118322
-0.1,1,21345.118337
-0.1,1,21345.118352
-0.1,1,21348.886318
-0.1,1,21348.886439
-0.1,1,21348.886474
-0.1,1,21348.886502
-0.1,2,21352.420438
1.0,2,21352.420555
1.0,2,21352.420592
-0.1,1,21352.420634
-0.1,4,21352.420672
-0.1,1,21352.420702
-0.1,3,21352.420744
-0.1,1,21352.420779
-0.1,1,21355.943923
-0.1,1,21355.94405
-0.1,1,21355.944207
-0.1,1,21355.944243
-0.1,3,21355.944269
-0.1,3,21355.944293
-0.1,4,21359.532259
-0.1,2,21359.532382
-0.1,1,21359.532416
-0.1,1,21359.532444
0.0,2,21359.53247
-0.1,1,21359.532495
-0.1,2,21359.53252
-0.1,3,21359.532545
-0.1,1,21359.532568
-0.1,1,21359.532593
-0.1,1,21362.989276
-0.1,1,21362.989398
0.0,3,21362.989434
-0.1,1,21362.989464
-0.1,1,21362.98949
-0.1,1,21366.694243
-0.1,2,21366.694368
-0.1,1,21366.694401
-0.1,1,21366.694428
-0.1,2,21366.694455
-0.1,3,21366.694479
-0.1,1,21370.143253
-0.1,2,21370.143379
-0.1,2,21370.143546
-0.1,1,21370.143582
-0.1,1,21370.143607
-0.1,3,21370.143632
-0.1,3,21370.143657
-0.1,1,21373.613944
-0.1,4,21373.614106
-0.1,2,21373.614162
-0.1,4,21373.614191
-0.1,1,21373.614213
-0.1,1,21373.614229
-0.1,1,21373.614246
-0.1,1,21377.291773
-0.1,1,21377.291893
-0.1,2,21377.291928
-0.1,1,21377.291955
-0.1,1,21377.291981
-0.1,2,21377.292006
-0.1,1,21377.292031
0.0,3,21377.292055
-0.1,2,21377.29208
-0.1,1,21380.919274
-0.1,1,21380.919392
-0.1,1,21380.919427
-0.1,1,21380.919454
-0.1,1,21380.919479
-0.1,2,21380.919503
-0.1,1,21384.43186
-0.1,2,21384.431983
-0.1,2,21384.432019
-0.1,2,21384.432047
-0.1,1,21384.432073
-0.1,1,21384.432097
-0.1,2,21384.432121
-0.1,1,21384.432146
-0.1,1,21387.983083
-0.1,1,21387.983202
-0.1,1,21387.983248
-0.1,1,21387.983277
-0.1,1,21387.983303
-0.1,1,21387.983327
-0.1,1,21387.983352
-0.1,6,21387.983377
-0.1,2,21387.983401
-0.1,1,21391.677317
-0.1,1,21391.677464
-0.1,1,21391.6775
-0.1,1,21391.677527
-0.1,5,21391.677547
-0.1,2,21391.677563
-0.1,1,21391.677579
-0.1,1,21391.677594
-0.1,1,21395.33899
-0.1,1,21395.339112
-0.1,1,21395.339147
0.0,2,21395.339176
-0.1,2,21395.339201
-0.1,1,21395.339234
-0.1,1,21395.339262
-0.1,4,21395.339286
-0.1,2,21395.33931
-0.1,1,21395.339334
-0.1,1,21398.899456
-0.1,1,21398.899578
-0.1,2,21398.899614
-0.1,1,21398.899642
-0.1,1,21398.899668
-0.1,1,21398.899693
-0.1,2,21398.899717
-0.1,2,21402.369331
-0.1,1,21402.369449
-0.1,1,21402.369484
-0.1,1,21402.369512
1.0,2,21402.369539
-0.1,2,21402.369568
-0.1,1,21402.369596
-0.1,1,21402.369623
-0.1,1,21402.369649
-0.1,2,21402.369676
-0.1,1,21405.904503
-0.1,1,21405.904623
-0.1,1,21405.904657
-0.1,1,21405.904684
-0.1,1,21405.904707
-0.1,1,21405.90473
-0.1,2,21409.275533
-0.1,1,21409.275655
-0.1,3,21409.27569
-0.1,2,21409.275718
0.0,4,21409.275743
-0.1,2,21409.275786
-0.1,1,21409.27581
-0.1,2,21409.275835
-0.1,2,21412.272139
-0.1,2,21412.27226
-0.1,1,21412.272294
-0.1,2,21412.272321
-0.1,2,21412.272346
-0.1,1,21415.135367
-0.1,2,21415.135464
-0.1,2,21415.135587
1.0,2,21415.135618
-0.1,1,21415.135636
-0.1,2,21415.135652
-0.1,2,21415.135706
-0.1,1,21415.135732
-0.1,2,21415.135763
-0.1,2,21415.135786
-0.1,1,21418.785834
-0.1,2,21418.785957
-0.1,1,21418.785991
-0.1,2,21418.786017
-0.1,1,21418.786042
-0.1,1,21418.786068
-0.1,1,21418.786092
-0.1,1,21418.786114
-0.1,1,21418.786138
-0.1,1,21422.25928
-0.1,1,21422.2594
-0.1,2,21422.259434
-0.1,1,21422.259463
-0.1,2,21422.259487
-0.1,2,21425.370692
0.0,3,21425.370849
-0.1,1,21425.370885
-0.1,2,21425.370913
-0.1,1,21428.867569
-0.1,1,21428.867697
1.0,3,21428.867747
-0.1,2,21428.867775
-0.1,1,21428.8678
-0.1,3,21428.86782
-0.1,3,21428.867836
-0.1,3,21428.867851
-0.1,2,21428.867867
-0.1,2,21428.867882
-0.1,1,21432.442972
-0.1,1,21432.443086
-0.1,3,21432.443121
-0.1,1,21432.44315
-0.1,1,21432.443174
-0.1,1,21432.443199
-0.1,1,21432.44322
0.0,2,21435.915377
-0.1,2,21435.915501
-0.1,1,21435.915539
-0.1,1,21435.915566
-0.1,1,21435.915591
-0.1,2,21435.915614
-0.1,3,21435.915638
-0.1,1,21435.91566
-0.1,2,21435.915676
-0.1,1,21439.411548
-0.1,1,21439.411668
-0.1,2,21439.411703
-0.1,1,21439.411731
-0.1,2,21439.411757
-0.1,1,21439.41178
-0.1,1,21439.411806
-0.1,1,21442.977363
-0.1,3,21442.977486
-0.1,2,21442.977521
-0.1,1,21442.97755
-0.1,1,21442.977576
-0.1,1,21442.977601
-0.1,2,21442.977626
-0.1,2,21442.977651
-0.1,1,21446.44735
-0.1,1,21446.44747
-0.1,2,21446.447504
-0.1,1,21446.447532
-0.1,1,21446.447555
-0.1,1,21446.44758
-0.1,2,21450.001466
-0.1,3,21450.001593
-0.1,1,21450.001773
-0.1,1,21450.00181
-0.1,3,21450.001834
-0.1,1,21450.001851
-0.1,1,21450.001867
-0.1,4,21450.001882
-0.1,1,21450.001898
-0.1,2,21450.001913
-0.1,1,21453.723351
-0.1,1,21453.723471
-0.1,1,21453.723505
-0.1,1,21453.723533
-0.1,1,21453.723558
-0.1,1,21453.723582
-0.1,1,21453.723606
-0.1,1,21456.706066
-0.1,3,21456.706184
-0.1,2,21456.706222
-0.1,1,21456.706249
-0.1,2,21456.706273
-0.1,2,21456.706295
-0.1,1,21456.706318
0.0,4,21456.706341
-0.1,2,21460.270292
-0.1,1,21460.270409
-0.1,1,21460.270444
-0.1,2,21460.270472
-0.1,2,21460.270497
-0.1,2,21460.270522
-0.1,1,21460.270546
-0.1,1,21460.27057
-0.1,2,21464.041393
-0.1,1,21464.041581
-0.1,2,21464.04166
-0.1,2,21464.041723
-0.1,1,21464.041781
-0.1,1,21464.041837
-0.1,2,21464.041892
-0.1,1,21464.041946
-0.1,2,21467.543439
-0.1,1,21467.543559
-0.1,2,21467.543593
-0.1,1,21467.543621
-0.1,2,21467.543646
-0.1,2,21467.543671
-0.1,1,21471.122583
-0.1,2,21471.122725
-0.1,2,21471.12278
1.0,2,21471.122822
-0.1,1,21471.122861
-0.1,2,21471.122897
-0.1,1,21471.122933
-0.1,1,21474.734589
-0.1,1,21474.734716
-0.1,3,21474.734752
-0.1,3,21474.73478
-0.1,2,21474.734805
-0.1,2,21474.734828
-0.1,1,21474.734852
-0.1,1,21474.73487
-0.1,2,21474.734887
-0.1,1,21478.258497
-0.1,1,21478.258621
-0.1,1,21478.258656
-0.1,1,21478.258685
-0.1,1,21478.25871
-0.1,2,21478.258734
-0.1,2,21481.825798
-0.1,1,21481.82594
-0.1,1,21481.825993
1.0,2,21481.82602
-0.1,3,21481.826047
-0.1,1,21481.826071
-0.1,3,21481.82609
-0.1,1,21481.826106
-0.1,2,21481.826121
-0.1,1,21485.432249
-0.1,1,21485.432369
-0.1,1,21485.432404
-0.1,2,21485.432432
-0.1,2,21485.432457
-0.1,1,21485.432481
-0.1,1,21485.432505
-0.1,1,21485.432529
-0.1,4,21488.957369
-0.1,1,21488.95749
-0.1,1,21488.957526
-0.1,1,21488.957554
-0.1,2,21488.95758
-0.1,1,21488.957605
-0.1,2,21488.957629
-0.1,3,21492.724296
-0.1,1,21492.724413
-0.1,1,21492.724448
-0.1,1,21492.724476
-0.1,2,21492.724501
-0.1,2,21492.724528
-0.1,1,21492.724553
-0.1,1,21492.724578
-0.1,1,21496.279178
-0.1,3,21496.279302
-0.1,1,21496.279338
-0.1,1,21496.279367
-0.1,2,21496.279392
-0.1,1,21496.279417
-0.1,1,21496.27944
-0.1,3,21496.279465
-0.1,1,21499.791372
-0.1,2,21499.791494
-0.1,1,21499.791528
-0.1,3,21499.791555
-0.1,2,21503.422095
-0.1,1,21503.42221
-0.1,1,21503.422245
-0.1,2,21503.422272
0.0,2,21503.422296
-0.1,1,21503.42232
0.0,3,21503.422343
-0.1,2,21503.422366
-0.1,2,21503.422389
-0.1,2,21503.422412
-0.1,1,21507.064351
-0.1,1,21507.064473
0.0,4,21507.064523
-0.1,1,21507.064551
-0.1,1,21507.064572
-0.1,1,21507.064587
-0.1,1,21507.064602
-0.1,1,21507.064617
-0.1,1,21507.064632
-0.1,1,21507.064647
-0.1,1,21510.530402
-0.1,1,21510.530527
-0.1,1,21510.530561
-0.1,1,21510.53059
-0.1,1,21510.530615
-0.1,1,21510.530639
-0.1,1,21510.530663
-0.1,3,21510.530687
-0.1,2,21514.031399
-0.1,1,21514.031523
0.0,3,21514.031559
-0.1,1,21514.031589
-0.1,1,21514.031614
-0.1,1,21514.031638
-0.1,1,21514.031663
-0.1,2,21514.031687
-0.1,1,21517.665743
-0.1,1,21517.665865
-0.1,2,21517.6659
-0.1,1,21517.665929
-0.1,1,21517.665954
-0.1,1,21517.665978
-0.1,2,21517.666003
-0.1,1,21517.666027
-0.1,2,21517.666051
-0.1,2,21520.587612
-0.1,1,21520.587731
-0.1,1,21520.587765
0.0,4,21520.587793
-0.1,2,21520.587818
-0.1,1,21520.587842
-0.1,1,21520.587867
-0.1,2,21524.33466
-0.1,2,21524.33478
-0.1,2,21524.334814
-0.1,2,21524.334842
-0.1,1,21524.334867
-0.1,2,21524.334893
-0.1,1,21524.334918
-0.1,1,21527.742007
1.0,2,21527.742125
-0.1,1,21527.742161
-0.1,2,21527.742189
-0.1,2,21527.742214
-0.1,1,21527.742239
-0.1,1,21527.742264
-0.1,2,21555.281173
-0.1,2,21555.281295
-0.1,1,21555.28133
-0.1,3,21555.281357
-0.1,1,21555.281382
-0.1,1,21555.281407
-0.1,1,21555.281431
-0.1,1,21558.683291
1.0,2,21558.683412
-0.1,1,21558.683448
-0.1,2,21558.683476
-0.1,4,21558.683501
-0.1,3,21562.222087
-0.1,4,21562.222211
-0.1,1,21562.222247
