#{"t_start": 1633963716.4191632, "env_id": null}
r,l,t
-0.1,3,80696.7758
-0.1,3,80696.775816
-0.1,1,80696.775832
0.0,4,80700.870536
-0.1,2,80700.870623
-0.1,2,80705.529892
-0.1,2,80705.530032
-0.1,3,80705.530085
-0.1,2,80705.530128
1.0,2,80705.530166
-0.1,2,80705.530205
-0.1,1,80709.601208
0.0,4,80709.601364
1.0,2,80713.797783
-0.1,1,80713.797903
1.0,2,80713.797939
-0.1,2,80713.797967
0.0,4,80713.797993
-0.1,3,80713.798018
-0.1,4,80713.798043
-0.1,4,80713.798067
1.0,2,80713.798091
0.0,3,80713.798115
1.0,2,80713.798139
-0.1,2,80718.569257
-0.1,1,80718.569352
-0.1,2,80723.266873
-0.1,2,80723.266978
-0.1,2,80723.26701
-0.1,2,80723.267037
-0.1,2,80723.267061
-0.1,2,80723.267084
-0.1,2,80723.267107
1.0,2,80723.267131
1.0,2,80723.267155
-0.1,2,80723.267178
-0.1,1,80728.060897
-0.1,2,80728.061007
1.0,2,80728.061039
-0.1,2,80732.813695
-0.1,2,80732.813813
-0.1,2,80732.813848
-0.1,2,80732.813876
1.0,2,80732.813901
-0.1,2,80732.813925
-0.1,2,80732.81395
1.0,2,80732.813973
-0.1,2,80732.813998
-0.1,1,80737.625675
-0.1,1,80737.625795
-0.1,2,80737.625829
-0.1,2,80737.625855
-0.1,3,80742.219702
1.0,2,80742.219812
1.0,2,80742.219844
-0.1,2,80742.219869
1.0,2,80742.219893
-0.1,2,80742.219916
0.0,3,80746.168679
-0.1,3,80746.168787
-0.1,2,80746.168822
1.0,2,80746.168848
-0.1,2,80746.168872
0.0,2,80750.616191
-0.1,1,80750.616279
-0.1,2,80750.616306
1.0,2,80750.616325
1.0,3,80750.616342
1.0,2,80750.616358
-0.1,1,80750.616373
-0.1,2,80750.616389
1.0,2,80758.723554
1.0,4,80758.723682
-0.1,2,80758.723718
-0.1,2,80758.723745
1.0,2,80758.723769
-0.1,2,80758.723793
-0.1,2,80758.723816
0.0,2,80758.723839
0.0,3,80758.723862
-0.1,3,80758.723885
-0.1,1,80763.39736
-0.1,3,80763.39746
-0.1,4,80763.397492
-0.1,1,80763.397518
-0.1,1,80763.397542
-0.1,2,80768.012604
-0.1,2,80768.012722
-0.1,2,80768.012757
-0.1,2,80772.248297
-0.1,3,80772.248419
-0.1,3,80772.248454
-0.1,2,80772.248482
-0.1,3,80772.248508
-0.1,2,80772.248532
1.0,2,80772.248556
1.0,2,80772.248581
-0.1,3,80772.248607
-0.1,2,80777.092623
-0.1,1,80777.092711
-0.1,1,80777.092737
-0.1,1,80777.092763
1.0,2,80777.092787
1.0,2,80777.092809
1.0,2,80780.901033
1.0,2,80780.901214
-0.1,2,80780.901284
1.0,2,80780.901341
-0.1,2,80785.273484
1.0,2,80785.27361
0.0,3,80785.273647
-0.1,2,80785.273676
-0.1,3,80789.247896
-0.1,2,80789.248003
-0.1,2,80789.248035
-0.1,2,80789.248062
-0.1,3,80789.248087
1.0,2,80789.24811
0.0,4,80789.248134
-0.1,3,80789.248158
-0.1,2,80793.190352
1.0,2,80793.190475
-0.1,1,80793.190511
-0.1,2,80793.190539
1.0,2,80797.910556
-0.1,2,80797.910671
1.0,2,80797.910707
-0.1,2,80797.910737
-0.1,2,80797.910764
-0.1,2,80797.910789
-0.1,1,80802.561444
-0.1,1,80802.561538
-0.1,2,80802.561573
1.0,2,80802.561615
0.0,3,80802.561639
0.0,4,80802.561656
1.0,2,80802.561671
-0.1,2,80802.561686
-0.1,2,80806.64462
-0.1,2,80806.644721
-0.1,2,80811.170964
-0.1,2,80811.171086
1.0,2,80811.171119
1.0,2,80811.171148
1.0,2,80811.171173
-0.1,1,80811.171196
1.0,2,80811.17122
-0.1,1,80815.219863
-0.1,3,80815.219969
-0.1,4,80815.22
-0.1,5,80819.963751
-0.1,1,80819.963863
-0.1,2,80819.963897
-0.1,4,80819.963922
-0.1,2,80819.963946
-0.1,3,80819.963969
-0.1,2,80819.963993
-0.1,3,80824.280974
-0.1,3,80824.281102
-0.1,2,80824.281138
1.0,2,80824.281167
0.0,3,80824.281186
-0.1,2,80828.581984
-0.1,2,80828.582094
-0.1,2,80828.582127
-0.1,2,80828.582153
-0.1,1,80828.582177
1.0,2,80828.582201
-0.1,2,80828.582224
1.0,3,80832.602583
-0.1,2,80836.62263
0.0,3,80836.622736
1.0,2,80836.622761
1.0,2,80836.622785
-0.1,2,80836.622821
1.0,3,80836.622841
-0.1,2,80836.622859
1.0,2,80836.622875
-0.1,3,80836.622891
-0.1,1,80841.281219
0.0,3,80841.281324
0.0,4,80841.281357
-0.1,1,80841.281383
-0.1,2,80845.729877
-0.1,2,80845.730007
-0.1,2,80845.730043
-0.1,2,80845.730072
-0.1,2,80845.730096
-0.1,2,80850.08923
-0.1,3,80850.089349
-0.1,3,80850.089384
1.0,2,80850.089411
-0.1,1,80850.089437
-0.1,2,80854.580863
0.0,2,80854.580993
-0.1,1,80854.581028
-0.1,2,80854.581057
-0.1,5,80854.581082
1.0,2,80854.581107
0.0,4,80858.499779
0.0,2,80858.499882
1.0,2,80858.499913
-0.1,4,80858.49994
-0.1,3,80863.039075
-0.1,2,80863.039185
1.0,2,80863.039217
1.0,2,80863.039258
-0.1,2,80863.039282
-0.1,2,80867.489413
-0.1,1,80867.489522
1.0,2,80867.489554
1.0,3,80867.489582
1.0,3,80867.489605
-0.1,4,80867.489628
-0.1,3,80872.372255
-0.1,2,80872.37235
-0.1,2,80872.372462
-0.1,3,80872.372484
-0.1,2,80872.372502
1.0,2,80877.187775
-0.1,2,80877.187877
-0.1,2,80877.187911
-0.1,1,80877.187936
1.0,2,80877.18796
-0.1,2,80877.187984
-0.1,2,80877.188006
-0.1,2,80881.044864
-0.1,2,80881.044969
0.0,4,80881.045002
-0.1,2,80881.045028
1.0,2,80885.484551
1.0,2,80885.484662
-0.1,3,80885.484695
-0.1,2,80885.484723
1.0,2,80885.484747
-0.1,1,80885.484771
-0.1,3,80889.975605
-0.1,1,80889.975724
1.0,2,80889.975758
-0.1,2,80889.975784
0.0,3,80889.975808
-0.1,4,80894.528584
1.0,2,80894.528676
-0.1,2,80894.528799
-0.1,2,80894.528821
-0.1,3,80894.528839
-0.1,2,80894.528855
1.0,2,80898.491189
-0.1,2,80898.491316
1.0,2,80898.491354
1.0,2,80898.491384
-0.1,2,80898.491409
1.0,2,80902.699892
-0.1,2,80902.699976
-0.1,2,80902.700003
-0.1,2,80902.700029
-0.1,4,80902.700052
-0.1,2,80902.700075
-0.1,2,80902.700091
1.0,2,80907.282392
-0.1,2,80907.282514
-0.1,1,80907.282549
-0.1,2,80907.282577
-0.1,1,80907.282604
-0.1,1,80911.892365
-0.1,2,80911.892525
-0.1,3,80911.892587
-0.1,2,80911.892607
-0.1,1,80911.89263
-0.1,3,80911.892651
-0.1,2,80911.892666
-0.1,2,80911.89268
-0.1,1,80916.286334
0.0,2,80916.286444
-0.1,2,80916.28648
-0.1,3,80916.286507
-0.1,2,80920.729862
-0.1,2,80920.729957
1.0,2,80920.729985
-0.1,2,80920.730012
-0.1,2,80920.730035
1.0,3,80920.730057
-0.1,2,80925.044319
-0.1,2,80925.044466
1.0,2,80925.044503
1.0,4,80929.812647
-0.1,2,80929.812735
-0.1,4,80929.812771
-0.1,2,80929.812798
-0.1,2,80929.812822
0.0,3,80929.81284
-0.1,2,80929.812857
-0.1,1,80929.812873
-0.1,2,80929.812888
1.0,2,80934.292042
-0.1,1,80934.292145
-0.1,3,80934.292176
-0.1,2,80939.072304
-0.1,2,80939.072407
-0.1,2,80939.072432
-0.1,2,80939.072451
-0.1,2,80939.072467
-0.1,2,80939.072483
0.0,4,80943.617434
-0.1,3,80943.617556
-0.1,2,80943.617593
-0.1,1,80943.617621
-0.1,2,80943.617646
-0.1,2,80943.617671
0.0,4,80948.11065
0.0,2,80948.110807
-0.1,2,80948.110844
-0.1,2,80948.110874
-0.1,3,80952.177094
1.0,2,80952.177205
-0.1,2,80952.17724
0.0,3,80956.631804
-0.1,2,80956.631929
-0.1,3,80956.631967
-0.1,2,80956.631994
-0.1,2,80956.632019
-0.1,3,80956.632044
-0.1,2,80956.632069
1.0,2,80961.15839
0.0,4,80961.158481
-0.1,1,80961.158516
-0.1,3,80965.79144
-0.1,2,80965.79155
-0.1,2,80965.791583
-0.1,2,80965.79161
-0.1,1,80965.791634
-0.1,6,80965.791657
-0.1,3,80965.791695
-0.1,2,80970.467577
-0.1,3,80970.467699
-0.1,2,80970.467736
-0.1,1,80970.467765
-0.1,3,80970.467792
-0.1,2,80975.072823
1.0,2,80975.07292
-0.1,2,80975.072956
-0.1,1,80975.072981
-0.1,2,80975.072999
-0.1,1,80975.073016
1.0,2,80975.073032
-0.1,2,80975.073048
-0.1,2,80979.143388
-0.1,2,80979.143562
-0.1,2,80979.143609
1.0,2,80983.148748
1.0,2,80983.148865
-0.1,2,80983.148901
-0.1,2,80983.14893
1.0,2,80983.148955
-0.1,2,80983.148979
0.0,7,80987.225692
1.0,2,80987.22582
-0.1,2,80987.225857
-0.1,2,80987.225886
-0.1,2,80991.856887
-0.1,2,80991.856994
1.0,2,80991.857029
1.0,4,80991.857058
0.0,4,80991.857084
-0.1,2,80991.857109
-0.1,2,80996.359492
-0.1,1,80996.359601
-0.1,3,80996.359638
1.0,2,80996.359666
-0.1,3,80996.359693
-0.1,2,80996.359717
-0.1,2,80996.359742
1.0,2,81000.428724
-0.1,2,81000.428836
-0.1,2,81000.42887
1.0,2,81000.428896
-0.1,2,81005.22315
1.0,2,81005.223275
1.0,2,81005.223314
-0.1,2,81005.223342
-0.1,1,81005.223369
-0.1,1,81010.06072
-0.1,3,81010.060828
1.0,3,81010.06086
-0.1,2,81010.060886
1.0,2,81010.06091
-0.1,3,81010.060934
-0.1,2,81014.655392
-0.1,2,81014.655496
1.0,5,81014.655529
-0.1,2,81018.680244
-0.1,2,81018.680349
-0.1,2,81018.680381
-0.1,3,81018.680408
-0.1,2,81018.680432
1.0,2,81022.53747
-0.1,1,81022.537565
0.0,3,81022.537602
-0.1,5,81022.53763
-0.1,4,81022.537655
1.0,2,81026.862918
-0.1,1,81026.86302
-0.1,2,81026.863054
-0.1,4,81026.863079
-0.1,1,81026.863104
1.0,3,81026.863127
-0.1,2,81026.86315
1.0,2,81026.863174
-0.1,3,81026.863197
-0.1,2,81031.292524
-0.1,2,81031.292644
1.0,2,81031.29268
-0.1,1,81035.72458
-0.1,2,81035.724686
-0.1,2,81035.72472
-0.1,2,81035.724745
1.0,2,81035.724769
-0.1,2,81035.724793
1.0,2,81035.724817
1.0,2,81035.72484
-0.1,3,81040.332733
-0.1,3,81040.332843
-0.1,2,81040.332874
-0.1,2,81045.145519
-0.1,2,81045.145645
1.0,2,81045.145681
-0.1,2,81045.14571
1.0,3,81045.145736
-0.1,2,81045.14576
-0.1,2,81045.145784
-0.1,1,81049.138399
-0.1,2,81049.138499
-0.1,3,81049.138532
-0.1,3,81053.175702
-0.1,2,81053.175823
-0.1,2,81053.175858
1.0,2,81053.175884
-0.1,2,81053.175906
1.0,2,81057.113387
-0.1,4,81057.113496
-0.1,5,81057.113621
1.0,2,81057.113649
-0.1,2,81061.576466
-0.1,1,81061.576571
-0.1,2,81061.576604
-0.1,2,81061.576631
0.0,4,81061.576654
1.0,2,81061.576678
-0.1,2,81061.576702
0.0,4,81066.271658
-0.1,1,81066.271777
-0.1,2,81066.271814
-0.1,2,81066.271842
-0.1,1,81071.041988
-0.1,2,81071.042094
-0.1,3,81071.042126
-0.1,2,81071.042152
-0.1,2,81075.791071
-0.1,2,81075.791191
-0.1,1,81075.791287
-0.1,3,81075.791321
-0.1,3,81075.791348
-0.1,8,81079.791548
0.0,4,81079.791641
-0.1,1,81079.791753
-0.1,4,81079.791775
1.0,2,81079.791792
-0.1,2,81079.791809
-0.1,2,81084.401198
-0.1,1,81084.401326
-0.1,4,81084.401359
1.0,2,81084.401384
-0.1,2,81084.40141
-0.1,2,81084.401434
0.0,3,81084.401457
1.0,2,81088.948133
-0.1,1,81088.948236
-0.1,2,81088.94827
-0.1,2,81088.948296
-0.1,3,81093.771726
-0.1,1,81093.771836
-0.1,2,81093.771868
-0.1,2,81093.771894
-0.1,2,81093.771918
-0.1,3,81093.77194
1.0,2,81093.771964
-0.1,2,81093.771987
-0.1,2,81097.599976
-0.1,2,81097.6001
-0.1,2,81097.600139
-0.1,3,81097.60017
-0.1,1,81097.600201
-0.1,2,81101.690469
-0.1,1,81101.690594
-0.1,2,81101.690629
-0.1,2,81101.690657
-0.1,2,81101.690683
-0.1,2,81101.690708
1.0,2,81106.272751
-0.1,2,81106.273078
-0.1,1,81106.273166
-0.1,3,81106.273232
-0.1,2,81106.273291
-0.1,2,81106.273346
-0.1,4,81110.674836
1.0,2,81110.674958
-0.1,2,81110.674994
-0.1,2,81114.977214
1.0,2,81114.977332
0.0,3,81114.977373
1.0,2,81114.977405
-0.1,3,81114.977434
0.0,3,81114.977463
-0.1,2,81114.977491
1.0,2,81119.409244
-0.1,3,81119.409352
-0.1,2,81119.409387
-0.1,3,81119.409412
-0.1,2,81119.409437
1.0,2,81123.393438
-0.1,1,81123.393556
-0.1,2,81123.39359
-0.1,2,81123.393616
1.0,2,81123.393641
-0.1,2,81123.393665
-0.1,2,81123.393688
-0.1,1,81127.972317
1.0,2,81127.972423
1.0,3,81127.972456
-0.1,2,81127.972481
-0.1,1,81127.972521
-0.1,2,81127.972545
-0.1,1,81132.739068
-0.1,2,81132.739193
-0.1,2,81132.739239
-0.1,1,81132.73927
-0.1,2,81132.739295
-0.1,2,81136.662311
1.0,3,81136.662432
1.0,2,81136.66247
-0.1,2,81136.662498
-0.1,2,81136.662525
-0.1,4,81136.66255
1.0,2,81141.146921
1.0,2,81141.14702
-0.1,4,81141.147063
-0.1,2,81141.147092
-0.1,2,81145.492388
-0.1,2,81145.492509
1.0,2,81145.492546
0.0,2,81145.492575
-0.1,3,81145.492601
-0.1,2,81145.492626
-0.1,2,81150.159708
-0.1,4,81150.159852
-0.1,1,81150.159905
-0.1,2,81150.159931
-0.1,1,81150.15995
-0.1,2,81150.159968
-0.1,2,81150.159984
-0.1,3,81150.16
-0.1,1,81154.878378
-0.1,2,81154.881094
-0.1,2,81154.881124
-0.1,1,81154.881146
-0.1,2,81159.147804
1.0,2,81159.147924
1.0,2,81159.149066
-0.1,2,81159.149092
-0.1,3,81159.149114
0.0,3,81159.149137
-0.1,2,81159.149158
-0.1,2,81159.14918
-0.1,2,81163.345953
-0.1,2,81163.346143
-0.1,2,81168.141765
-0.1,3,81168.141871
-0.1,2,81168.141905
1.0,2,81168.14193
-0.1,3,81168.141955
-0.1,2,81168.141979
-0.1,3,81172.764892
-0.1,3,81172.76501
-0.1,1,81172.765046
-0.1,2,81172.765073
-0.1,3,81172.7651
-0.1,2,81177.381751
-0.1,1,81177.381869
1.0,2,81177.381903
-0.1,2,81177.381929
-0.1,3,81177.381953
-0.1,2,81177.381976
0.0,4,81177.381999
-0.1,2,81177.382022
1.0,2,81181.388407
-0.1,2,81181.388517
-0.1,2,81181.388552
1.0,2,81181.388579
-0.1,2,81185.985729
1.0,2,81185.985843
-0.1,2,81185.985876
-0.1,2,81185.985902
-0.1,2,81185.985925
-0.1,2,81185.985949
1.0,2,81189.92396
-0.1,2,81189.924072
1.0,3,81189.924105
-0.1,2,81189.924131
-0.1,3,81189.924157
-0.1,2,81194.58682
-0.1,2,81194.586934
-0.1,3,81194.586969
-0.1,2,81194.586997
-0.1,3,81199.266218
1.0,2,81199.266374
-0.1,2,81199.266413
1.0,2,81199.266438
1.0,2,81199.266462
-0.1,3,81199.266486
-0.1,1,81204.013639
0.0,4,81204.013759
-0.1,2,81204.013795
-0.1,2,81204.013825
-0.1,2,81204.013851
-0.1,2,81208.061114
-0.1,2,81208.061234
-0.1,2,81208.061271
-0.1,3,81208.061299
-0.1,2,81212.694933
1.0,3,81212.695048
-0.1,2,81212.695085
-0.1,2,81212.695112
-0.1,5,81212.695138
0.0,4,81216.607471
1.0,2,81216.607594
1.0,2,81216.607634
-0.1,3,81216.607666
0.0,3,81216.607696
-0.1,3,81221.373392
-0.1,2,81221.37349
-0.1,3,81221.373516
0.0,2,81221.373535
1.0,2,81221.373553
-0.1,2,81221.37357
1.0,2,81225.351762
-0.1,2,81225.351883
1.0,2,81225.352032
1.0,2,81225.352109
-0.1,2,81225.352135
-0.1,2,81229.450961
-0.1,2,81229.451156
1.0,2,81229.451252
-0.1,4,81229.451327
-0.1,2,81229.451385
-0.1,2,81229.451441
-0.1,2,81234.140315
-0.1,1,81234.140432
-0.1,2,81234.140468
-0.1,2,81234.140495
-0.1,2,81234.14052
0.0,4,81238.93823
-0.1,2,81238.938418
1.0,2,81238.938499
1.0,2,81238.938561
-0.1,3,81238.93862
1.0,2,81238.938677
-0.1,1,81243.652059
-0.1,2,81243.652155
0.0,3,81243.652181
-0.1,2,81243.6522
-0.1,2,81243.652218
-0.1,2,81243.652235
-0.1,1,81243.65225
-0.1,2,81243.652266
-0.1,1,81247.654414
-0.1,2,81247.654534
-0.1,2,81247.654571
1.0,2,81247.654596
-0.1,2,81252.333152
-0.1,2,81252.333248
1.0,2,81252.333275
1.0,2,81252.333302
-0.1,2,81252.333325
-0.1,2,81256.731517
-0.1,2,81256.731635
-0.1,2,81256.73167
1.0,2,81256.731699
-0.1,4,81256.731725
-0.1,4,81261.398104
-0.1,1,81261.398431
-0.1,1,81261.398479
-0.1,2,81261.398506
-0.1,2,81261.398531
0.0,4,81261.398555
-0.1,2,81261.398579
-0.1,2,81265.330405
-0.1,3,81265.330512
1.0,2,81265.330544
-0.1,3,81270.031602
-0.1,2,81270.031731
1.0,2,81270.031768
1.0,2,81270.031798
-0.1,2,81270.031824
-0.1,2,81270.03185
-0.1,2,81270.031875
-0.1,2,81273.855747
-0.1,3,81273.855893
-0.1,2,81273.855984
-0.1,2,81273.856048
-0.1,5,81273.85609
-0.1,1,81273.856126
-0.1,2,81278.400954
-0.1,2,81278.401054
-0.1,1,81278.401086
-0.1,2,81278.401111
-0.1,2,81278.401135
-0.1,2,81278.401157
-0.1,2,81278.40118
-0.1,2,81283.137603
0.0,2,81283.137714
-0.1,2,81283.137748
-0.1,2,81287.093093
1.0,2,81287.093203
-0.1,3,81287.093241
-0.1,2,81287.093271
0.0,3,81291.100967
1.0,3,81291.101078
-0.1,3,81291.101111
1.0,2,81291.10114
1.0,2,81291.101181
-0.1,2,81294.807358
-0.1,5,81294.807484
0.0,4,81294.807518
-0.1,1,81294.807548
0.0,2,81294.807574
0.0,4,81298.939804
-0.1,3,81298.939913
-0.1,2,81298.939947
-0.1,2,81303.558749
1.0,2,81303.55887
-0.1,2,81303.558904
1.0,2,81303.558934
-0.1,1,81303.55896
-0.1,3,81303.558986
-0.1,4,81303.559011
-0.1,3,81303.559035
-0.1,1,81308.262065
-0.1,1,81308.262196
-0.1,3,81308.262354
-0.1,1,81308.262465
-0.1,2,81308.262511
-0.1,2,81308.262551
-0.1,2,81312.431387
-0.1,2,81312.43149
-0.1,2,81312.43153
-0.1,5,81312.431556
-0.1,2,81312.431575
-0.1,2,81317.035196
-0.1,2,81317.035309
-0.1,3,81317.035341
-0.1,2,81317.035366
-0.1,1,81317.03539
-0.1,3,81321.13324
-0.1,3,81321.133347
1.0,2,81321.133381
-0.1,3,81325.602194
1.0,3,81325.602299
-0.1,2,81325.60233
-0.1,4,81325.602355
0.0,3,81330.312572
1.0,2,81330.312681
0.0,3,81330.312722
-0.1,1,81330.312754
1.0,4,81330.312786
-0.1,3,81330.312814
-0.1,4,81334.557489
1.0,2,81334.557584
0.0,3,81334.557611
-0.1,3,81339.151159
1.0,2,81339.151283
-0.1,4,81339.15132
-0.1,2,81339.151347
-0.1,2,81339.151372
0.0,2,81339.151395
1.0,2,81339.151418
-0.1,1,81343.764686
0.0,4,81343.764793
-0.1,2,81343.764823
-0.1,2,81343.764848
-0.1,2,81343.764871
-0.1,1,81347.676447
1.0,2,81347.676576
0.0,2,81347.676934
-0.1,4,81347.677087
-0.1,2,81347.677228
1.0,2,81347.677293
-0.1,2,81347.677353
-0.1,2,81351.456878
-0.1,2,81351.456978
1.0,2,81351.45701
1.0,2,81351.457036
0.0,3,81351.45706
1.0,2,81355.863923
1.0,2,81355.864044
-0.1,2,81355.864082
1.0,2,81355.864114
-0.1,2,81355.864141
-0.1,2,81355.864169
-0.1,1,81355.864196
1.0,3,81360.547641
-0.1,1,81360.547763
-0.1,1,81360.547799
1.0,2,81360.547828
-0.1,2,81360.547854
-0.1,2,81360.547879
-0.1,2,81360.547903
-0.1,1,81360.547926
-0.1,2,81365.232422
1.0,2,81365.232554
-0.1,1,81365.232726
1.0,2,81365.232762
1.0,2,81369.105196
-0.1,2,81369.105318
-0.1,2,81369.105353
-0.1,2,81369.105381
-0.1,2,81369.105407
-0.1,1,81369.105432
-0.1,3,81373.966932
-0.1,3,81373.967041
-0.1,1,81373.967074
-0.1,2,81373.9671
-0.1,2,81373.967124
-0.1,1,81373.967148
-0.1,2,81373.967171
-0.1,1,81378.614398
-0.1,5,81378.61451
-0.1,2,81378.614546
1.0,2,81378.614575
1.0,2,81382.426122
1.0,2,81382.426233
0.0,3,81382.426266
1.0,2,81382.426292
-0.1,2,81382.426317
0.0,3,81382.426342
1.0,2,81386.234722
0.0,3,81386.234846
-0.1,3,81386.234883
1.0,2,81386.234916
-0.1,2,81390.519084
1.0,2,81390.519193
-0.1,3,81390.519238
-0.1,3,81390.519267
-0.1,2,81390.519292
-0.1,2,81390.519315
-0.1,3,81395.07255
-0.1,2,81395.072668
-0.1,3,81395.072701
-0.1,1,81395.072728
-0.1,2,81395.072752
-0.1,3,81399.489819
-0.1,2,81399.48994
1.0,2,81399.489977
-0.1,2,81399.490009
-0.1,2,81399.490038
-0.1,1,81404.166708
-0.1,4,81404.166824
1.0,2,81404.166861
-0.1,2,81404.16689
-0.1,3,81408.49493
0.0,3,81408.495025
-0.1,2,81408.495061
0.0,4,81408.495088
1.0,2,81408.495113
1.0,2,81408.495132
-0.1,1,81412.951495
-0.1,2,81412.951607
-0.1,1,81412.951732
0.0,4,81412.951764
1.0,2,81412.951789
-0.1,2,81412.951814
-0.1,3,81412.951839
0.0,3,81417.416067
-0.1,1,81417.416188
-0.1,2,81417.416226
-0.1,2,81417.416254
1.0,2,81422.216224
-0.1,2,81422.216409
-0.1,3,81422.216455
-0.1,2,81422.216476
-0.1,2,81426.718354
-0.1,3,81426.71847
-0.1,2,81426.718503
0.0,4,81426.718529
-0.1,3,81426.718552
1.0,2,81426.718576
1.0,2,81430.7115
-0.1,2,81430.711614
-0.1,2,81430.711774
0.0,4,81430.711806
0.0,3,81430.711831
-0.1,2,81435.313061
-0.1,2,81435.313187
-0.1,2,81435.313223
-0.1,2,81435.31325
-0.1,2,81435.313277
-0.1,2,81439.842617
1.0,3,81439.842736
1.0,2,81439.842773
-0.1,4,81439.842802
-0.1,2,81439.842828
-0.1,2,81443.791132
-0.1,2,81443.791266
-0.1,2,81443.791304
-0.1,2,81443.791332
-0.1,2,81443.791357
-0.1,1,81443.791382
1.0,4,81448.483547
-0.1,4,81448.48366
-0.1,2,81448.483695
-0.1,2,81448.483722
1.0,2,81448.483747
-0.1,2,81452.489228
-0.1,2,81452.489386
-0.1,3,81452.489423
1.0,2,81452.489449
1.0,2,81452.489475
-0.1,3,81456.99888
-0.1,1,81456.998975
-0.1,2,81456.999026
-0.1,1,81456.999062
-0.1,2,81456.999089
-0.1,2,81456.999107
0.0,3,81456.999123
-0.1,3,81461.040278
-0.1,2,81461.040381
1.0,2,81461.040413
0.0,4,81465.114472
-0.1,2,81465.114593
-0.1,2,81465.114633
0.0,3,81465.114665
-0.1,2,81465.114693
-0.1,1,81465.11472
1.0,2,81465.114747
-0.1,2,81465.114775
-0.1,2,81469.510188
0.0,3,81469.510275
-0.1,1,81469.510301
-0.1,2,81473.372738
0.0,3,81473.372856
-0.1,2,81473.37289
-0.1,2,81473.372918
-0.1,2,81473.372944
-0.1,4,81473.372974
-0.1,2,81473.373002
-0.1,3,81478.113971
-0.1,2,81478.114079
-0.1,3,81478.114199
-0.1,2,81478.114227
-0.1,1,81478.114251
-0.1,1,81478.114273
-0.1,1,81478.114296
-0.1,2,81478.114319
-0.1,1,81482.606294
-0.1,2,81482.60642
-0.1,2,81482.606456
-0.1,2,81487.113934
-0.1,2,81487.114058
-0.1,2,81487.114093
1.0,2,81487.114121
-0.1,2,81487.114146
-0.1,2,81487.114171
-0.1,2,81487.114195
-0.1,4,81491.702109
-0.1,2,81491.702232
1.0,2,81491.702266
-0.1,1,81491.702294
-0.1,4,81491.702319
-0.1,2,81496.500471
-0.1,1,81496.500584
-0.1,2,81496.500615
-0.1,2,81496.500639
-0.1,2,81496.500661
-0.1,2,81496.500683
-0.1,1,81501.401584
-0.1,1,81501.401706
1.0,2,81501.401744
-0.1,3,81501.401776
0.0,4,81501.401805
-0.1,2,81501.401832
-0.1,1,81501.40186
0.0,3,81505.883246
-0.1,2,81505.883365
-0.1,3,81505.883403
-0.1,1,81505.883432
-0.1,2,81505.883463
-0.1,2,81510.520392
-0.1,2,81510.520519
1.0,2,81510.520553
-0.1,2,81510.520582
-0.1,2,81514.309294
-0.1,2,81514.309417
1.0,2,81514.309608
0.0,3,81514.309643
0.0,4,81514.30967
-0.1,3,81514.309696
-0.1,3,81518.453156
-0.1,3,81518.453266
-0.1,2,81518.453299
-0.1,2,81518.453323
-0.1,1,81522.968698
-0.1,2,81522.968814
-0.1,2,81522.968849
1.0,2,81522.968878
1.0,2,81522.968904
-0.1,2,81522.968928
-0.1,3,81522.968952
1.0,2,81526.748556
-0.1,2,81526.748666
0.0,4,81526.748699
-0.1,2,81531.300132
-0.1,2,81531.30023
-0.1,4,81531.300266
1.0,2,81531.300287
0.0,3,81531.300304
-0.1,2,81531.30032
1.0,3,81535.90492
-0.1,2,81535.905025
1.0,2,81535.905058
1.0,3,81535.905084
-0.1,2,81535.905107
1.0,3,81535.90513
-0.1,2,81540.575509
-0.1,2,81540.575626
-0.1,1,81540.575662
1.0,2,81545.087926
-0.1,3,81545.08805
-0.1,2,81545.088088
-0.1,3,81545.088119
-0.1,3,81545.088147
-0.1,1,81545.088173
-0.1,2,81545.0882
-0.1,2,81545.088225
1.0,2,81549.589256
-0.1,1,81549.589374
-0.1,4,81549.58941
-0.1,3,81549.589438
1.0,2,81549.589463
-0.1,1,81549.589489
-0.1,2,81553.424815
-0.1,2,81553.424925
-0.1,2,81553.424958
-0.1,2,81553.424984
1.0,2,81553.425008
1.0,2,81558.001705
-0.1,3,81558.001837
-0.1,2,81558.001884
1.0,2,81558.00192
1.0,2,81558.001953
-0.1,2,81562.287722
-0.1,3,81562.287847
-0.1,2,81562.287889
-0.1,2,81562.287916
-0.1,2,81562.287942
-0.1,1,81562.287966
1.0,2,81562.287991
-0.1,2,81566.78504
1.0,2,81566.785157
1.0,2,81566.785194
0.0,4,81566.785223
-0.1,2,81571.351183
-0.1,2,81571.351398
-0.1,2,81571.351472
-0.1,2,81571.351533
-0.1,2,81571.351588
-0.1,2,81571.351641
-0.1,2,81575.905702
-0.1,1,81575.90582
-0.1,3,81575.905853
-0.1,2,81575.905878
-0.1,2,81575.905901
0.0,4,81575.905925
0.0,2,81579.751168
-0.1,3,81579.751284
1.0,2,81579.751321
-0.1,2,81579.751348
-0.1,1,81579.751371
1.0,2,81579.751393
-0.1,2,81579.751416
-0.1,1,81583.896594
-0.1,2,81583.896705
0.0,2,81583.896739
-0.1,2,81583.896765
-0.1,2,81583.896789
1.0,2,81587.964128
-0.1,2,81587.964234
-0.1,2,81587.964268
-0.1,3,81587.964294
-0.1,1,81587.964318
